,population,income,house_value,rent,state_code,county_code,tract,unemployment,poverty
43,4245,53696,426100,2096,08,035,014604,0.03,0.04
44,6964,42467,625600,1909,08,037,000301,0.02,0.08
45,2253,41016,716400,1483,08,037,000302,0.01,0.17
46,4387,31335,496400,1549,08,037,000401,0.05,0.11
47,4800,34734,794400,1517,08,037,000402,0.02,0.05
48,8857,44558,574800,1449,08,037,000403,0.02,0.07
49,462,26974,2000001,-666666666,08,037,000501,0.0,0.11
50,4419,24228,206400,1010,08,123,001201,0.03,0.21
51,7162,24148,140300,1082,08,123,001300,0.06,0.21
52,2985,34231,243900,952,08,041,000800,0.04,0.14
53,2399,37324,342800,967,08,041,000900,0.07,0.07
54,3755,23829,163900,1028,08,041,002101,0.08,0.21
55,3551,50306,477100,1256,08,041,002501,0.04,0.07
56,7967,38338,357900,1102,08,041,003701,0.04,0.08
57,14149,50024,359000,1799,08,041,003902,0.04,0.03
58,15820,35999,231200,1681,08,041,004503,0.06,0.04
59,3422,37818,233600,1550,08,041,005602,0.06,0.04
60,3059,36054,213700,1211,08,041,005800,0.03,0.05
61,6673,31726,247600,1280,08,041,005900,0.04,0.09
62,7045,22507,193600,862,08,041,006000,0.04,0.23
63,3877,28261,146900,1182,08,041,006501,0.11,0.14
64,2368,37288,294900,916,08,041,006600,0.04,0.11
65,2145,27535,213100,991,08,041,001500,0.06,0.23
66,3359,15765,283300,820,08,041,001600,0.1,0.15
67,1952,41641,281100,1215,08,041,001800,0.02,0.09
68,3246,23000,217900,730,08,041,002700,0.09,0.25
69,3381,38713,353300,986,08,041,003400,0.05,0.08
70,3789,34821,182400,1096,08,041,004200,0.09,0.06
71,6727,28783,205100,1272,08,041,004300,0.08,0.04
72,5457,22475,319600,1490,08,041,007800,0.13,0.08
73,3001,47381,350800,1368,08,041,003708,0.03,0.06
74,3541,29284,198800,1382,08,041,004507,0.13,0.12
75,13460,54521,461100,1673,08,035,014406,0.03,0.01
76,3649,27083,216500,1123,08,041,004901,0.06,0.08
77,2747,47159,382500,1329,08,041,007900,0.05,0.03
78,6164,19755,149500,875,08,041,005400,0.12,0.29
79,5562,38890,396100,1209,08,059,010303,0.04,0.03
80,5829,51538,396500,1689,08,059,010308,0.04,0.07
81,4470,33307,385100,951,08,059,010701,0.04,0.08
82,2541,44795,453900,1382,08,059,011721,0.03,0.05
83,5809,52983,421400,1569,08,059,012022,0.04,0.06
84,4092,59111,474700,2109,08,059,012031,0.06,0.04
85,5417,41208,340700,1514,08,059,012039,0.04,0.04
86,5648,28578,93700,1019,08,001,008308,0.05,0.18
87,5672,39192,302200,1692,08,001,008508,0.03,0.05
88,1937,25960,186200,1059,08,001,008603,0.01,0.35
89,5254,31901,282600,1663,08,001,008604,0.03,0.03
90,4278,33021,305300,1160,08,001,008605,0.03,0.1
91,10038,30965,220000,1213,08,001,009002,0.02,0.18
92,7372,23487,61200,1161,08,001,009316,0.02,0.12
93,4796,30123,334400,949,08,001,009607,0.07,0.15
94,5818,24342,232300,1185,08,001,008000,0.07,0.19
95,7266,35300,290200,2024,08,001,008505,0.08,0.14
96,9226,41277,429400,1500,08,001,008523,0.05,0.09
97,5756,37742,307800,1252,08,001,009304,0.05,0.09
98,5220,26845,279300,1364,08,001,009203,0.04,0.24
99,6290,31054,285500,1289,08,001,009310,0.03,0.11
100,4586,34291,289900,1513,08,001,009406,0.03,0.05
101,3225,40986,310200,1576,08,001,009608,0.05,0.07
102,5141,38296,346800,1118,08,001,008402,0.04,0.02
103,5511,25938,229500,1117,08,001,008705,0.04,0.18
104,4420,26613,236700,1070,08,001,009001,0.05,0.13
105,3483,30665,283700,1316,08,001,009307,0.04,0.09
106,3760,30735,281500,994,08,001,009553,0.02,0.14
107,2758,25359,288200,1122,08,001,009606,0.02,0.17
108,6576,26549,251400,1654,08,001,008200,0.06,0.09
109,6703,30811,265500,1750,08,001,008507,0.04,0.13
110,4251,26727,56500,1167,08,001,008309,0.07,0.15
111,8538,33671,264200,1389,08,001,008353,0.04,0.11
112,3418,34317,269700,1280,08,059,011723,0.04,0.11
113,1844,48616,384600,1933,08,059,011725,0.06,0.02
114,3388,33025,235900,1278,08,059,011730,0.02,0.11
115,3409,42267,450300,1252,08,059,011951,0.02,0.05
116,3347,52160,490500,1608,08,059,012026,0.02,0.05
117,3710,75417,854300,-666666666,08,059,012034,0.02,0.04
118,4194,36000,267900,1547,08,069,002008,0.02,0.08
119,3541,38892,371900,1596,08,069,001004,0.03,0.07
120,2943,18239,325200,1423,08,069,001305,0.05,0.39
121,3038,24881,254900,1343,08,069,001306,0.04,0.24
122,1581,34291,287900,1154,08,069,001601,0.07,0.05
123,6186,37899,316800,1300,08,069,001807,0.03,0.03
124,7794,42077,484800,1374,08,069,002600,0.03,0.05
125,6523,3699,270000,960,08,069,000600,0.25,0.08
126,3553,30317,464100,1209,08,069,001007,0.03,0.1
127,6381,40323,405300,1626,08,069,001009,0.03,0.06
128,5589,27219,331800,1281,08,069,001110,0.03,0.23
129,5286,68910,660200,-666666666,08,059,012035,0.06,0.01
130,6185,43550,420500,1590,08,059,012045,0.05,0.02
131,4037,43540,391800,1460,08,059,012055,0.02,0.05
132,2339,43013,275200,1478,08,123,001414,0.04,0.02
133,3638,48706,297000,1704,08,123,001415,0.04,0.05
134,2837,44483,350200,1534,08,123,001416,0.02,0.04
135,3000,34132,207300,844,08,123,001417,0.05,0.22
136,4655,32086,221700,822,08,123,001905,0.08,0.08
137,1716,34896,314300,1153,08,123,001906,0.02,0.09
138,2965,39255,341900,971,08,123,001907,0.04,0.07
139,2901,31333,231400,875,08,123,001908,0.02,0.02
140,4528,30356,232300,1148,08,123,002004,0.05,0.07
141,3722,38234,360300,690,08,077,001600,0.07,0.02
142,8122,26113,175800,1050,08,077,001101,0.04,0.1
143,3423,38266,282900,1188,08,077,001403,0.05,0.04
144,13408,29378,221200,1169,08,077,001501,0.09,0.12
145,4757,27752,272900,815,08,077,001702,0.07,0.14
146,5013,41484,347000,907,08,077,001900,0.01,0.05
147,4268,23506,155500,775,08,077,000700,0.1,0.19
148,8772,27421,166200,984,08,077,001301,0.05,0.25
149,5149,34912,253900,1158,08,077,001302,0.04,0.05
150,4605,27424,201500,1023,08,077,000601,0.05,0.3
151,7616,33338,386100,1082,08,077,001502,0.03,0.07
152,4325,31347,193800,1156,08,077,001703,0.04,0.05
153,1444,27939,199200,679,08,077,000300,0.05,0.22
154,4575,29820,116900,748,08,099,000300,0.05,0.14
155,1490,35543,159900,641,08,099,000100,0.03,0.05
156,2421,21834,55200,703,08,099,000200,0.09,0.21
157,1365,21994,85000,643,08,099,000600,0.03,0.14
158,857,30847,350000,756,08,053,973100,0.05,0.1
159,5577,28460,180900,979,08,041,005000,0.05,0.14
160,3247,45231,492400,1391,08,059,012059,0.01,0.02
161,5952,2499,-666666666,-666666666,08,043,980300,,0.0
162,3073,-666666666,-666666666,-666666666,08,043,980200,,0.0
163,4162,34578,426200,1647,08,045,951701,0.03,0.05
164,3183,30641,381500,1063,08,045,951702,0.01,0.07
165,6379,36713,596700,1593,08,045,951803,0.02,0.09
166,2629,57143,862800,1094,08,059,009848,0.02,0.04
167,5553,36712,276400,1538,08,059,010100,0.06,0.27
168,4130,33040,328000,1287,08,059,010212,0.04,0.15
169,2769,41380,340400,1778,08,059,010304,0.04,0.06
170,5110,31150,314300,1209,08,059,010307,0.09,0.14
171,5293,38444,359500,1167,08,059,010901,0.05,0.09
172,3229,32310,402300,1267,08,059,011300,0.03,0.11
173,4409,28813,326800,1039,08,059,011602,0.03,0.12
174,5012,40583,385200,1189,08,077,001404,0.03,0.01
175,3669,26404,171500,897,08,077,000400,0.04,0.24
176,3117,6750,169800,800,08,077,000500,0.23,0.12
177,4627,17692,153700,798,08,077,000602,0.12,0.3
178,3547,31349,224500,1125,08,077,000900,0.05,0.14
179,5613,29478,275600,885,08,077,001001,0.03,0.06
180,3688,39766,413200,1116,08,069,001113,0.04,0.06
181,2846,24087,26800,736,08,069,001304,0.05,0.21
182,5681,30970,326100,991,08,069,001603,0.04,0.11
183,5523,32257,261500,1342,08,069,002005,0.05,0.04
184,6321,33336,315200,1301,08,069,002700,0.06,0.05
185,2843,26822,361800,1103,08,069,000100,0.03,0.22
186,6099,31153,328900,1502,08,069,001104,0.02,0.23
187,5964,27493,286600,1560,08,069,001707,0.03,0.22
188,3595,40299,403100,960,08,069,001903,0.04,0.12
189,1974,38350,377500,1395,08,069,001008,0.04,0.07
190,3509,31973,356100,824,08,069,001301,0.02,0.09
191,9989,31088,281700,993,08,069,001704,0.07,0.08
192,2779,46250,377300,1196,08,069,000300,0.05,0.07
193,5212,31218,316800,1315,08,069,001107,0.07,0.15
194,4109,43200,616500,1199,08,045,951802,0.02,0.06
195,4437,39835,358900,880,08,051,963600,0.06,0.08
196,1033,30918,351100,1091,08,051,963900,0.03,0.1
197,6622,19719,247800,879,08,051,963700,0.08,0.2
198,2898,47885,436000,1947,08,069,001010,0.06,0.11
199,2632,32648,273500,955,08,083,969200,0.05,0.11
200,4858,25726,227900,958,08,083,969600,0.05,0.11
201,3407,27474,236200,1026,08,083,969000,0.02,0.06
202,5973,31435,187200,870,08,083,969300,0.06,0.19
203,7315,40020,280000,1642,08,031,008391,0.02,0.06
204,4019,37070,436800,1267,08,031,015300,0.05,0.13
205,4868,29091,386600,1221,08,031,015400,0.02,0.14
206,3576,32014,366700,1213,08,031,015500,0.05,0.12
207,4117,51558,417700,1627,08,059,012044,0.03,0.05
208,4010,40730,362500,1750,08,059,012053,0.02,0.04
209,5992,49713,338600,1511,08,059,012057,0.04,0.03
210,5802,40522,352200,2016,08,059,009828,0.05,0.03
211,3739,45139,381000,2526,08,059,009835,0.05,0.04
212,6024,42185,466000,1239,08,059,009808,0.05,0.12
213,4750,45239,331700,1877,08,059,009824,0.05,0.09
214,2624,30645,-666666666,1464,08,059,009831,0.01,0.04
215,4452,41686,268500,1601,08,035,013904,0.04,0.08
216,5591,48212,391500,1619,08,035,013907,0.05,0.05
217,3913,49384,400800,2182,08,035,014112,0.04,0.01
218,4208,64770,526300,1709,08,035,014115,0.03,0.03
219,5918,55410,880000,1702,08,035,014116,0.01,0.04
220,7807,49872,498300,1648,08,035,013901,0.02,0.03
221,6016,50664,605000,1685,08,035,013909,0.05,0.02
222,5683,41064,388800,1445,08,035,014503,0.07,0.07
223,3537,43723,835700,1459,08,035,014123,0.05,0.07
224,2159,37721,578600,1240,08,035,014202,0.02,0.09
225,923,39276,393500,858,08,035,014300,0.01,0.06
226,6560,52041,489600,1974,08,035,013908,0.02,0.02
227,7137,60230,746900,1699,08,035,014122,0.02,0.01
228,8007,45221,309600,1531,08,035,014001,0.04,0.03
229,3775,58243,459000,1806,08,035,014107,0.02,0.03
230,3507,47214,351000,1906,08,035,014114,0.02,0.05
231,4637,34517,341600,1143,08,035,014504,0.06,0.12
232,5716,47707,464500,1495,08,035,014110,0.04,0.06
233,2882,64545,551200,1650,08,035,014109,0.02,0.01
234,7439,37292,371100,1730,08,037,000200,0.01,0.05
235,3310,33133,387700,597,08,005,006603,0.04,0.11
236,4225,53328,486200,2295,08,005,006711,0.05,0.02
237,5839,62143,772500,2574,08,005,006808,0.02,0.01
238,4199,31776,283600,1328,08,005,005553,0.06,0.16
239,4394,50898,504200,1964,08,005,005623,0.05,0.04
240,3324,48341,434900,1697,08,005,005631,0.04,0.03
241,2951,31974,257300,1329,08,005,005551,0.11,0.17
242,2754,23920,104300,909,08,005,005552,0.04,0.18
243,3541,48018,381400,1152,08,005,005625,0.03,0.05
244,6290,30947,446000,1337,08,059,011000,0.06,0.1
245,3640,34191,363000,1171,08,059,010305,0.01,0.11
246,2749,35047,328800,1205,08,059,010405,0.04,0.18
247,4222,32828,440000,1182,08,059,010503,0.05,0.15
248,6565,32260,431900,1093,08,059,011100,0.07,0.17
249,4599,46477,363100,1492,08,059,011701,0.02,0.05
250,2716,34064,215400,1354,08,059,011904,0.02,0.09
251,3867,40506,464200,2034,08,059,012030,0.04,0.09
252,4829,43565,345100,1844,08,059,009823,0.04,0.05
253,4904,68333,535600,2864,08,059,009838,0.02,0.0
254,2534,30147,467900,1453,08,059,009900,0.05,0.18
255,2423,49432,473800,2091,08,059,010205,0.01,0.03
256,2823,32385,360900,1249,08,059,010306,0.06,0.05
257,2435,36667,335200,1308,08,059,010604,0.06,0.08
258,5249,32012,401500,1169,08,059,010702,0.05,0.18
259,2520,48105,471800,1353,08,059,010801,0.06,0.09
260,4920,35391,395800,1337,08,059,011202,0.03,0.03
261,2804,43456,388100,1469,08,059,011728,0.02,0.01
262,5435,35861,288500,1352,08,059,011803,0.01,0.11
263,4491,33438,345400,1309,08,059,011804,0.07,0.1
264,3986,57208,570700,1558,08,059,012036,0.05,0.02
265,2449,39212,386100,2119,08,059,012048,0.02,0.04
266,5387,56280,458300,2057,08,059,012024,0.03,0.06
267,3658,50293,452000,1878,08,059,012051,0.03,0.04
268,3355,50632,316700,1387,08,059,012060,0.04,0.07
269,4442,36504,330400,1541,08,059,015800,0.01,0.06
270,3686,34792,419200,1472,08,059,015900,0.01,0.08
271,1158,45262,428300,1804,08,123,002005,0.02,0.03
272,288,45761,362200,-666666666,08,123,002006,0.0,0.12
273,6611,47593,461500,1156,08,123,002007,0.05,0.05
274,5434,52155,447400,1778,08,123,002008,0.03,0.04
275,2859,52375,580100,3128,08,123,002009,0.02,0.02
276,2666,30625,229200,1649,08,123,002010,0.02,0.12
277,4989,44719,437600,1859,08,005,005635,0.03,0.04
278,1833,75729,1716800,-666666666,08,005,005636,0.01,0.04
279,1402,73438,1085500,3501,08,005,006712,0.04,0.05
280,1806,54913,-666666666,1616,08,005,006713,0.01,0.06
281,5147,51607,382600,1640,08,005,006858,0.04,0.14
282,5806,58869,633100,2019,08,005,006855,0.04,0.02
283,9231,35404,320800,1535,08,005,006856,0.04,0.07
284,8879,26136,253900,939,08,031,015600,0.06,0.28
285,6011,30177,303700,949,08,031,015700,0.01,0.22
286,1708,39440,203500,1517,08,031,980000,0.01,0.1
287,0,-666666666,-666666666,-666666666,08,031,980100,,
288,7530,24672,174400,1056,08,041,006400,0.08,0.3
289,7287,28181,169100,835,08,041,004508,0.03,0.09
290,5236,46415,426200,1405,08,041,003702,0.04,0.03
291,6220,42436,343800,1272,08,041,003709,0.05,0.05
292,5493,26046,118600,995,08,041,004501,0.14,0.19
293,4215,22335,220800,965,08,001,007801,0.06,0.28
294,3790,27180,220700,1430,08,031,008304,0.04,0.17
295,3820,30866,290100,1244,08,031,000201,0.07,0.09
296,3490,52993,563600,1247,08,031,000600,0.04,0.16
297,1437,10369,381300,302,08,031,000800,0.32,0.77
298,6646,30799,368600,1065,08,049,000202,0.04,0.09
299,3162,20802,86400,606,08,055,960600,0.04,0.18
300,3517,27177,217900,944,08,055,960900,0.02,0.13
301,5660,31869,451400,1261,08,059,009849,0.06,0.14
302,2540,63776,671300,1638,08,059,009850,0.03,0.06
303,3999,51969,474800,1696,08,059,009851,0.03,0.04
304,4038,43815,516000,1523,08,059,009852,0.03,0.03
305,2460,25833,270400,1072,08,059,011401,0.04,0.18
306,5996,35552,420200,1642,08,059,011805,0.02,0.1
307,4453,26780,274600,1030,08,059,011402,0.03,0.12
308,4786,41726,217600,1442,08,059,011732,0.06,0.08
309,1727,38313,351500,1370,08,059,011733,0.03,0.08
310,5360,26937,290000,1044,08,059,011806,0.03,0.17
311,3768,17417,242700,1432,08,069,000505,0.08,0.39
312,3243,20319,330100,1626,08,069,000506,0.13,0.27
313,1576,31079,383800,1205,08,069,000801,0.03,0.12
314,1305,29122,381100,1156,08,069,000802,0.04,0.13
315,4571,37191,331900,1488,08,069,001307,0.04,0.1
316,5737,45119,394600,1566,08,069,001308,0.04,0.05
317,6220,37159,432600,1639,08,069,001605,0.02,0.07
318,3645,37406,360000,1690,08,069,001606,0.05,0.09
319,3892,43778,372400,1667,08,069,001607,0.06,0.03
320,4533,39861,619200,1600,08,045,951804,0.07,0.13
321,4936,37105,330000,1345,08,045,951901,0.04,0.08
322,7182,39252,342600,1441,08,045,951902,0.04,0.05
323,5347,36261,217600,1058,08,045,952001,0.09,0.1
324,8604,34705,306900,968,08,045,952002,0.05,0.09
325,5225,39668,319300,1161,08,049,000201,0.03,0.04
326,3878,44036,344600,1597,08,059,010206,0.03,0.03
327,2245,38227,240000,1509,08,059,009830,0.03,0.07
328,5411,29536,291200,1153,08,059,010402,0.06,0.14
329,4349,37594,368600,1108,08,059,011711,0.03,0.08
330,4279,38500,351200,1715,08,059,011708,0.02,0.08
331,824,30038,308600,720,08,079,973600,0.03,0.14
332,4796,34906,449000,1223,08,091,967600,0.04,0.07
333,3696,30620,218500,738,08,103,951100,0.08,0.1
334,2688,29231,164700,781,08,103,951200,0.03,0.1
335,7732,30015,278800,1108,08,123,002502,0.04,0.16
336,5262,57294,517200,1722,08,005,006706,0.04,0.03
337,5058,52582,488400,1655,08,005,006708,0.01,0.02
338,3097,38932,564000,1719,08,005,006854,0.09,0.07
339,6775,27415,193700,1224,08,001,008506,0.04,0.1
340,8035,37950,309700,1685,08,001,008533,0.02,0.05
341,4946,38309,294800,2034,08,001,008534,0.01,0.02
342,5160,27004,187600,1383,08,001,008801,0.08,0.23
343,4435,26352,54800,1155,08,001,009103,0.04,0.14
344,6836,40704,308400,1575,08,001,009204,0.02,0.05
345,6254,24307,152200,1135,08,001,009318,0.05,0.33
346,4031,24821,73600,1351,08,001,009321,0.03,0.18
347,3837,31545,298300,1230,08,001,009323,0.04,0.08
348,5473,52364,448400,1713,08,001,009409,0.06,0.02
349,2974,42461,367800,1791,08,001,009411,0.04,0.1
350,4977,33853,325000,1711,08,001,009502,0.04,0.11
351,6915,46856,386700,1718,08,001,008526,0.03,0.06
352,6120,35438,248100,1052,08,001,008606,0.07,0.1
353,6056,23380,209100,1189,08,001,008706,0.04,0.22
354,5396,26700,181400,995,08,001,008802,0.07,0.21
355,6355,37102,248800,1447,08,001,009104,0.04,0.16
356,3588,27627,285200,1851,08,001,009306,0.02,0.03
357,2595,24217,126600,887,08,001,009319,0.04,0.29
358,3064,46607,456300,1600,08,001,009410,0.04,0.02
359,1574,34375,32100,1589,08,001,008100,0.02,0.25
360,4849,52582,424100,1903,08,035,014108,0.03,0.02
361,4265,38529,411800,1585,08,035,013905,0.03,0.05
362,3179,54493,452600,2335,08,035,014113,0.04,0.03
363,2658,41282,675600,1170,08,035,014602,0.05,0.06
364,6145,27452,255000,1230,08,031,000902,0.05,0.1
365,4224,39773,588900,1788,08,037,000502,0.02,0.07
366,6539,37392,477900,1401,08,037,000503,0.0,0.13
367,1693,38135,706900,2162,08,037,000701,0.0,0.06
368,1453,47868,786700,1598,08,037,000702,0.01,0.1
369,2701,38481,794900,1384,08,037,000703,0.04,0.1
370,2227,29435,252600,928,08,039,961100,0.04,0.07
371,8121,45461,518600,-666666666,08,039,961204,0.02,0.05
372,2057,41481,386800,-666666666,08,039,961205,0.03,0.06
373,3735,53679,458700,2402,08,039,961206,0.02,0.03
374,3930,44561,476900,1140,08,039,961207,0.02,0.04
375,3465,41441,510600,1575,08,039,961208,0.01,0.03
376,2182,35182,349000,1077,08,039,961209,0.03,0.09
377,7402,53322,470600,1562,08,041,003305,0.03,0.03
378,3195,39245,392500,1135,08,041,003306,0.04,0.08
379,3450,38781,230300,1427,08,041,003307,0.05,0.09
380,6004,32881,247300,1222,08,041,003308,0.07,0.09
381,2183,40083,-666666666,1665,08,041,003801,0.07,0.08
382,4329,13471,-666666666,-666666666,08,041,003802,0.0,0.0
383,9406,35565,-666666666,1648,08,041,004401,0.12,0.14
384,5545,26093,-666666666,1711,08,041,004402,0.0,0.0
385,1220,30096,-666666666,1736,08,041,004403,0.03,0.04
386,11057,41628,275900,1710,08,041,004510,0.06,0.05
387,1446,36268,585100,1599,08,037,000600,0.03,0.02
388,1463,32908,329800,-666666666,08,037,000100,0.0,0.03
389,5649,31403,238900,951,08,065,961700,0.04,0.12
390,4055,34066,460500,1058,08,067,970900,0.02,0.06
391,9621,37561,332900,1067,08,067,970600,0.04,0.06
392,6378,29083,294000,1012,08,067,940300,0.06,0.15
393,7187,33528,477400,1371,08,067,970800,0.05,0.07
394,3297,39554,449300,1284,08,067,971000,0.04,0.07
395,4214,30277,481000,1233,08,067,971100,0.06,0.14
396,4995,35815,423100,1355,08,067,970701,0.04,0.04
397,2693,43563,278400,751,08,081,000300,0.02,0.13
398,4602,28700,162400,682,08,081,000400,0.05,0.23
399,5824,41886,406700,1712,08,005,005630,0.01,0.03
400,2276,34854,517000,1338,08,005,006501,0.04,0.18
401,3523,35996,322700,1290,08,005,006502,0.02,0.11
402,5830,30780,341800,1036,08,005,006601,0.05,0.14
403,5327,61955,468700,2150,08,005,006709,0.03,0.01
404,4083,23466,238000,1091,08,005,007201,0.08,0.28
405,3758,41344,526800,1678,08,005,005952,0.03,0.1
406,3721,25018,249100,1352,08,005,007600,0.08,0.23
407,7006,40469,369600,1713,08,005,007105,0.06,0.06
408,6180,55316,421200,2217,08,005,007106,0.03,0.03
409,5121,25789,181900,962,08,005,007302,0.08,0.23
410,4645,34787,370600,1142,08,069,001708,0.02,0.06
411,17875,47850,458100,1586,08,069,001709,0.04,0.08
412,4665,43546,422100,1064,08,069,001808,0.04,0.05
413,11434,41464,399300,1236,08,069,001809,0.03,0.05
414,2565,44167,548000,-666666666,08,069,002010,0.02,0.03
415,5188,41946,353400,1431,08,069,002011,0.06,0.06
416,1352,34391,283400,-666666666,08,069,002401,0.01,0.05
417,2700,38575,384700,-666666666,08,069,002402,0.03,0.13
418,11250,50121,475900,1481,08,069,002501,0.03,0.03
419,12151,41265,343200,1612,08,069,002502,0.04,0.06
420,2666,38542,423600,1292,08,069,002503,0.03,0.06
421,3507,39000,429100,842,08,069,002801,0.03,0.09
422,6616,33562,438200,882,08,069,002802,0.05,0.08
423,53,-666666666,-666666666,-666666666,08,069,002803,0.0,0.38
424,2549,30195,202800,1000,08,071,000800,0.08,0.13
425,2204,29706,168300,858,08,075,966000,0.05,0.1
426,7764,30657,162200,838,08,075,966100,0.02,0.14
427,4070,19338,119600,592,08,075,966200,0.04,0.13
428,5148,26896,167800,837,08,075,966300,0.05,0.11
429,2164,28314,166500,646,08,075,966400,0.02,0.09
430,6189,16586,152500,764,08,077,001706,0.13,0.33
431,5826,28750,167700,888,08,077,001707,0.09,0.18
432,6731,39169,253300,1487,08,041,004502,0.06,0.06
433,5869,35950,242600,1362,08,041,004703,0.05,0.04
434,10596,43047,339600,1928,08,041,005104,0.06,0.03
435,6092,30201,250300,781,08,041,005700,0.07,0.06
436,7508,26405,185800,1441,08,041,006502,0.07,0.21
437,8895,52424,531500,-666666666,08,041,007400,0.04,0.01
438,6123,38518,348600,1139,08,041,007700,0.01,0.06
439,4537,27173,232200,955,08,041,008000,0.03,0.14
440,5399,30862,285700,996,08,041,001302,0.05,0.19
441,4776,24932,167200,954,08,041,002102,0.06,0.14
442,5582,25991,140300,912,08,041,002900,0.08,0.25
443,4351,51515,615000,2134,08,041,003100,0.04,0.05
444,4223,35964,326500,1249,08,041,003905,0.03,0.15
445,6330,34542,269800,929,08,041,003909,0.07,0.04
446,5036,32231,172000,1225,08,041,004100,0.08,0.14
447,5581,25021,204100,1102,08,041,004506,0.16,0.12
448,4364,21427,173300,852,08,041,005201,0.12,0.36
449,6411,55876,573100,1321,08,069,001608,0.03,0.05
450,4915,24629,169100,896,08,041,005300,0.06,0.16
451,4942,31147,262000,1290,08,041,005501,0.08,0.08
452,6132,38643,370400,949,08,041,006700,0.03,0.06
453,8852,47912,577000,2335,08,041,007500,0.02,0.01
454,10786,51031,474000,1777,08,041,007300,0.07,0.06
455,4520,48459,405800,1420,08,041,007000,0.03,0.04
456,2238,61875,895600,1369,08,005,006857,0.05,0.02
457,1716,50577,507200,2100,08,005,007103,0.02,0.02
458,11605,53239,540500,1631,08,005,007107,0.02,0.04
459,2835,56092,460100,-666666666,08,005,015100,0.02,0.04
460,5898,40409,384800,2193,08,005,007104,0.04,0.0
461,1298,26572,252500,763,08,007,940400,0.1,0.08
462,3547,26776,353200,790,08,007,974300,0.07,0.08
463,5768,26547,293400,1077,08,007,974200,0.03,0.04
464,2640,24324,445200,817,08,007,974400,0.05,0.21
465,2885,56185,411700,1642,08,031,002602,0.02,0.08
466,4592,39836,230400,1072,08,031,002701,0.04,0.15
467,4006,34343,452300,799,08,031,000202,0.03,0.16
468,6006,43400,558000,595,08,031,000502,0.03,0.2
469,6401,21911,277500,765,08,031,001401,0.07,0.12
470,2034,44353,524000,976,08,031,002402,0.02,0.12
471,3530,47726,440800,1580,08,031,003603,0.02,0.08
472,4502,68347,640700,1750,08,031,003902,0.04,0.06
473,4217,51642,360000,1740,08,031,004003,0.04,0.04
474,6117,31385,270100,1185,08,031,004603,0.05,0.13
475,3491,53819,464600,1953,08,031,000102,0.03,0.09
476,4665,68650,560700,1495,08,031,000303,0.01,0.1
477,5750,54663,528100,1603,08,031,000402,0.04,0.09
478,5583,21004,267700,948,08,031,000904,0.08,0.32
479,4263,25991,238300,1556,08,031,000905,0.07,0.13
480,2256,63611,568600,1769,08,031,002000,0.01,0.12
481,2780,51907,488200,1622,08,031,003002,0.05,0.07
