,population,income,house_value,rent,tract,unemployment,poverty
301,4327,40766,328500,1903,08001008546,0.04,0.04
302,3108,45744,319600,1701,08001008547,0.0,0.04
303,1737,45464,342800,1744,08001008548,0.0,0.1
304,3905,46358,335700,2229,08001008549,0.03,0.1
305,8258,39385,350900,2035,08001008550,0.03,0.03
306,1697,61709,577600,-666666666,08001008551,0.02,0.02
307,4147,39802,390300,1579,08001008552,0.04,0.1
308,4908,47003,513200,1605,08001008553,0.05,0.04
309,2836,33047,360500,1215,08001008554,0.17,0.03
310,5317,35715,353800,1623,08001008555,0.06,0.09
311,5934,55152,360100,1785,08001008556,0.02,0.09
312,685,53125,483000,-666666666,08001008557,0.06,0.03
313,3529,54423,383800,-666666666,08001008558,0.03,0.07
314,7397,47387,349700,2367,08001008559,0.03,0.04
315,1845,65493,658100,-666666666,08001008560,0.04,0.01
316,4515,49073,593200,3501,08001008561,0.01,0.0
317,5168,36706,393400,2309,08001008562,0.06,0.05
318,4351,44053,350800,2149,08001008563,0.04,0.03
319,1478,37500,442300,1317,08001008564,0.03,0.03
320,7416,37960,341400,1453,08001008565,0.03,0.05
321,1875,22656,222800,1055,08001008603,0.01,0.34
322,5399,30062,293900,1703,08001008604,0.03,0.07
323,4040,42895,330000,1200,08001008605,0.02,0.11
324,5762,39175,275600,1174,08001008606,0.08,0.08
325,5358,24200,254000,1361,08001008705,0.03,0.28
326,5625,24635,245700,1016,08001008706,0.04,0.15
327,4094,46563,849900,1643,08035014123,0.05,0.04
328,5755,56863,488000,2321,08035014124,0.01,0.02
329,5300,64677,716600,1773,08035014125,0.04,0.02
330,2266,58103,426500,1750,08035014126,0.06,0.06
331,5140,71812,648600,3224,08035014127,0.06,0.03
332,5235,51340,429800,2283,08035014128,0.02,0.03
333,3594,47397,516600,2607,08035014129,0.03,0.03
334,7442,60294,482600,2264,08035014130,0.03,0.01
335,5453,51334,544000,1835,08035014131,0.07,0.04
336,6766,63766,631500,2823,08035014132,0.05,0.01
337,6105,61563,482700,2189,08035014133,0.02,0.03
338,6497,73406,535300,2596,08035014134,0.07,0.01
339,5529,74688,967200,1605,08035014135,0.02,0.02
340,2973,53125,374800,1873,08035014138,0.02,0.03
341,3626,57102,507800,2083,08035014139,0.03,0.0
342,5764,59783,605400,-666666666,08035014140,0.03,0.07
343,5759,54030,679000,1418,08035014141,0.0,0.06
344,1728,63629,1010900,-666666666,08035014142,0.06,0.0
345,4214,64724,589600,-666666666,08035014143,0.08,0.0
346,5497,63811,566900,2753,08035014144,0.02,0.02
347,3722,40706,413400,1932,08035014145,0.02,0.11
348,5079,52352,429500,2283,08035014146,0.03,0.0
349,5933,62613,488900,2171,08035014203,0.01,0.01
350,1899,50904,596800,1184,08035014205,0.02,0.04
351,1093,34400,710900,1292,08035014206,0.01,0.1
352,2229,59697,408800,-666666666,08035014207,0.01,0.08
353,1187,50900,387900,-666666666,08035014208,0.05,0.09
354,939,42425,417000,875,08035014300,0.02,0.06
355,2425,62188,593400,-666666666,08035014404,0.01,0.03
356,7216,55860,436900,2475,08035014405,0.04,0.04
357,3651,34720,816500,1395,08035014407,0.02,0.02
358,2595,47127,646100,1826,08035014408,0.03,0.02
359,3460,72788,607600,-666666666,08035014409,0.02,0.0
360,10716,60342,446400,1832,08035014410,0.06,0.01
361,6031,40374,408100,1611,08035014503,0.06,0.09
362,4655,33597,372900,1159,08035014504,0.08,0.12
363,5824,47500,480100,1644,08035014505,0.01,0.04
364,5726,48556,597900,2898,08035014506,0.03,0.03
365,2375,44159,696400,1250,08035014602,0.05,0.03
366,7170,40825,344200,1800,08035014603,0.05,0.01
367,3960,57646,463700,1821,08035014604,0.05,0.03
368,1557,30938,400000,854,08037000100,0.04,0.04
369,7147,42636,398800,1738,08037000200,0.02,0.11
370,6520,45879,588500,1874,08037000301,0.02,0.08
371,2717,40574,820700,1568,08037000302,0.0,0.13
372,2862,33131,523300,1647,08117000406,0.05,0.04
373,2118,25320,348300,1202,08119010104,0.05,0.09
374,3669,42762,326300,1103,08119010107,0.06,0.02
375,4736,35440,357800,1533,08119010108,0.06,0.1
376,2554,45041,281100,-666666666,08119010109,0.03,0.05
377,2145,46220,252700,706,08119010110,0.02,0.12
378,3173,33085,337300,-666666666,08119010111,0.04,0.23
379,3481,29880,245300,2229,08119010112,0.02,0.06
380,3105,28466,183400,873,08119010203,0.03,0.08
381,2008,31127,151300,697,08121924100,0.03,0.11
382,2861,26660,170000,788,08121924200,0.01,0.12
383,3008,16735,166500,730,08123000100,0.13,0.37
384,3587,11463,217200,861,08123000200,0.08,0.26
385,2288,4466,-666666666,-666666666,08123000300,0.18,0.01
386,3187,30618,277200,885,08123000401,0.07,0.23
387,4304,28872,230400,1127,08123000402,0.04,0.17
388,3507,22290,179200,795,08123000501,0.07,0.26
389,3694,25139,199300,881,08123000502,0.08,0.26
390,2295,15617,194400,633,08123000600,0.11,0.1
391,1917,25692,175700,980,08123000701,0.08,0.25
392,6598,26932,197500,816,08123000703,0.12,0.24
393,961,40758,264100,1115,08123000704,0.03,0.02
394,1877,26699,494000,1268,08123000705,0.02,0.07
395,3114,18288,144400,953,08123000800,0.04,0.28
396,3503,32500,253100,1152,08123000900,0.05,0.07
397,4007,22233,154500,947,08123001003,0.07,0.3
398,4067,21486,191500,965,08123001004,0.07,0.28
399,8489,35329,240000,1303,08123001005,0.09,0.16
400,5149,27803,211600,1383,08123001006,0.04,0.15
401,5216,27547,246400,967,08123001100,0.1,0.15
402,4837,28306,225400,1072,08123001201,0.03,0.16
403,2712,27407,253500,2043,08123001202,0.04,0.02
404,7625,22051,162600,1156,08123001300,0.1,0.27
405,3666,24677,198900,1325,08123001404,0.08,0.21
406,5107,36896,269300,1442,08123001405,0.05,0.1
407,5602,39118,317500,1440,08123001406,0.04,0.08
408,4157,43728,363100,1426,08123001407,0.02,0.03
409,1829,43173,347800,1032,08123001408,0.04,0.02
410,3842,39328,296900,1352,08123001409,0.02,0.04
411,3128,45149,344300,1162,08123001410,0.04,0.02
412,2547,37925,326300,1655,08123001411,0.02,0.02
413,3370,39087,383900,1131,08123001412,0.01,0.11
414,2422,34052,226500,1148,08123001413,0.01,0.12
415,2540,43027,304600,1546,08123001414,0.07,0.02
416,3591,46731,321400,1776,08123001415,0.04,0.07
417,3381,40743,363700,1988,08123001416,0.02,0.07
418,7695,27675,272900,1104,08001008709,0.06,0.15
419,4977,28302,228000,1491,08001008801,0.03,0.22
420,5434,30554,194800,1092,08001008802,0.06,0.18
421,2741,25559,255800,1394,08001008901,0.03,0.11
422,4566,28544,276700,1200,08001009001,0.05,0.11
423,4222,34123,267800,1634,08001009003,0.09,0.11
424,4977,33082,223800,1342,08001009004,0.02,0.16
425,5052,36773,291500,1512,08001009101,0.01,0.09
426,4705,21931,54500,1244,08001009103,0.04,0.16
427,6356,32950,277500,1513,08001009104,0.05,0.25
428,4648,33850,281200,1451,08001009202,0.04,0.1
429,5677,30989,302800,1385,08001009203,0.03,0.15
430,6929,35557,339900,1567,08001009204,0.02,0.06
431,2594,43523,280500,1684,08001009206,0.06,0.07
432,5117,32278,306700,1361,08001009207,0.06,0.08
433,5715,36148,310700,1290,08001009304,0.03,0.02
434,3120,31500,318100,1771,08001009306,0.03,0.06
435,3217,34632,299900,1303,08001009307,0.06,0.02
436,4869,29866,285800,1362,08001009308,0.05,0.08
437,4230,32509,273200,1120,08001009309,0.05,0.12
438,6703,31574,315500,1410,08001009310,0.05,0.05
439,7689,22732,65700,1236,08001009316,0.01,0.2
440,6892,23933,112100,1207,08001009318,0.03,0.26
441,2771,24038,199200,986,08001009319,0.1,0.37
442,2823,31624,116300,1245,08001009320,0.04,0.16
443,4152,26795,76600,1388,08001009321,0.02,0.1
444,5717,25603,162700,1404,08001009322,0.03,0.08
445,3952,35308,340400,1356,08001009323,0.04,0.09
446,5382,42936,424300,1443,08001009325,0.02,0.11
447,2936,48831,450400,1633,08001009326,0.03,0.04
448,4662,36924,361800,992,08001009327,0.01,0.1
449,5218,31930,313100,1583,08001009401,0.04,0.06
450,4781,34919,309300,1515,08001009406,0.02,0.08
451,5173,35372,343300,1465,08001009407,0.03,0.06
452,4867,51148,435200,2226,08001009408,0.02,0.01
453,5407,56705,510200,1797,08001009409,0.08,0.02
454,3176,52042,470200,1654,08001009410,0.05,0.01
455,3083,44891,388800,1799,08001009411,0.03,0.08
456,3173,29388,277400,1126,08001009501,0.11,0.15
457,5008,35232,359900,1890,08001009502,0.04,0.05
458,3655,37500,447600,1063,08001009553,0.02,0.11
459,6373,28924,272400,1235,08001009603,0.07,0.16
460,4146,34664,279400,1155,08001009604,0.07,0.15
461,2706,25853,376700,1239,08001009606,0.05,0.13
462,4554,32602,357100,1011,08001009607,0.03,0.13
463,3135,46551,338600,1452,08001009608,0.08,0.05
464,4022,36680,438100,1469,08037000401,0.01,0.09
465,5131,31871,859800,1686,08037000402,0.09,0.12
466,2444,30905,743800,1380,08037000404,0.03,0.07
467,5999,47533,602800,1682,08037000405,0.0,0.07
468,1250,65104,941300,-666666666,08037000501,0.0,0.04
469,4874,39769,605200,1861,08037000502,0.06,0.05
470,3569,35707,344000,1431,08037000504,0.07,0.18
471,2360,-666666666,735700,1347,08037000505,0.05,0.13
472,1467,40428,666300,1804,08037000600,0.05,0.02
473,1881,33420,810300,2289,08037000701,0.0,0.06
474,1413,46790,810300,1161,08037000702,0.0,0.09
475,2609,40856,741100,1308,08037000703,0.17,0.1
476,2155,31078,273000,992,08039961100,0.02,0.06
477,8003,40172,548800,-666666666,08039961204,0.0,0.04
478,2137,32059,387700,-666666666,08039961205,0.02,0.08
479,3595,51949,492500,2658,08039961206,0.03,0.03
480,4205,45599,502000,1113,08039961207,0.01,0.05
481,4040,43414,558200,1633,08039961208,0.02,0.04
482,2095,38873,389900,1083,08039961209,0.05,0.08
483,3512,35948,261700,1690,08041000102,0.12,0.08
484,3020,33958,197100,1126,08041000103,0.0,0.09
485,3026,35173,400900,1129,08041000104,0.05,0.11
486,4371,31901,270700,1144,08041000202,0.07,0.1
487,4392,23065,223600,1010,08041000203,0.05,0.23
488,3637,29692,206600,949,08041000301,0.08,0.3
489,4788,17760,20000,960,08041000302,0.12,0.24
490,2356,31687,239000,1087,08041000400,0.1,0.08
491,2015,31207,265000,1356,08041000500,0.02,0.07
492,2950,32446,242000,1260,08041000600,0.07,0.14
493,3290,27697,236400,856,08041000700,0.05,0.1
494,2849,30746,277400,938,08041000800,0.06,0.18
495,2472,44864,362800,1136,08041000900,0.06,0.08
496,2284,47222,572900,971,08041001000,0.04,0.05
497,1494,25688,205600,928,08041001101,0.04,0.15
498,3123,26272,256600,1146,08041001104,0.05,0.2
499,1788,28294,278800,1031,08041001301,0.03,0.13
500,5555,33186,293100,1065,08041001302,0.05,0.12
501,3235,35066,267700,1076,08041001400,0.04,0.09
502,2186,30276,228500,1226,08041001500,0.03,0.2
503,3372,16556,371300,889,08041001600,0.13,0.16
504,1940,33806,312400,975,08041001700,0.04,0.16
505,1987,46477,308600,1140,08041001800,0.01,0.09
506,2253,19301,180700,887,08041001901,0.04,0.21
507,2548,20071,152500,810,08041001902,0.02,0.24
508,6811,26397,230700,856,08041002000,0.06,0.19
509,3964,24450,174100,1060,08041002101,0.07,0.17
510,3769,27128,233500,950,08123001417,0.03,0.16
511,7593,37255,357400,962,08123001500,0.03,0.06
512,4821,34954,307400,1090,08123001600,0.03,0.07
513,6963,28685,264200,1162,08123001700,0.04,0.09
514,5017,36500,339600,989,08123001800,0.07,0.05
515,5262,32224,266700,958,08123001905,0.09,0.05
516,1840,31396,322300,1309,08123001906,0.01,0.13
517,504,27292,359700,776,08123001909,0.0,0.0
