,population,income,house_value,rent,tract,unemployment,poverty
79,3035,,272500,1374,08014030700,0.06,0.08
80,5623,41753,262600,1567,08014030800,0.03,0.06
81,5975,,359800,1890,08014030900,0.07,0.05
82,5401,51124,327800,1418,08014031000,0.06,0.05
83,3269,40143,-666666666,1390,08014031100,0.06,0.06
84,4474,,242700,1291,08014031200,0.07,0.11
85,2256,72803,551800,1731,08014031300,0.03,0.02
86,3943,,459700,3408,08014031400,0.04,0.07
87,0,-666666666,-666666666,-666666666,08014980100,,
88,0,-666666666,-666666666,-666666666,08014980200,,
89,0,-666666666,-666666666,-666666666,08014980300,,
90,2002,,82300,636,08017960600,0.09,0.08
91,5551,8823,76100,595,08025969600,0.27,0.26
92,4303,,220400,726,08027970100,0.14,0.17
93,4501,26335,269100,931,08015000401,0.04,0.08
94,3147,,198700,665,08015000402,0.07,0.07
95,2004,33910,395100,782,08031012001,0.04,0.11
96,5452,36731,268500,891,08031003201,0.07,0.13
97,6267,,645300,1338,08031003800,0.04,0.1
98,3363,53245,533000,1821,08031004002,0.04,0.05
99,1908,45603,315100,1367,08031004004,0.02,0.04
100,4695,,499500,952,08031004201,0.03,0.07
101,4455,,423300,1134,08031004202,0.06,0.03
102,5168,,528700,1359,08031004306,0.03,0.04
103,7041,22740,170200,797,08031004404,0.12,0.42
104,8194,,446000,1223,08031004405,0.04,0.08
105,7813,23984,138500,800,08031004602,0.07,0.15
106,3222,27176,220800,1622,08031004801,0.05,0.09
107,4058,20748,270200,721,08031007037,0.1,0.31
108,7608,22672,143200,984,08031008312,0.08,0.28
109,4302,33792,325200,994,08013013207,0.04,0.1
110,5514,41672,298700,1780,08013012904,0.08,0.04
111,3069,,407000,1470,08013012508,0.05,0.19
112,2347,,469800,1848,08013012903,0.02,0.02
113,5594,44842,570300,890,08013013205,0.05,0.07
114,3392,,131500,696,08071000100,0.1,0.15
115,2518,,130300,775,08071000200,0.14,0.14
116,1845,22857,164300,805,08071000400,0.09,0.19
117,2034,22658,228600,927,08071000300,0.08,0.13
118,2006,16565,115600,673,08071000500,0.09,0.19
119,2049,37950,550200,1213,08107000100,0.01,0.03
120,3423,,364600,1179,08107000400,0.04,0.07
121,1956,33631,274000,1181,08107000800,0.07,0.18
122,4954,,366400,1136,08107000700,0.05,0.12
123,1974,26545,246200,1006,08107000200,0.05,0.12
124,2078,,254400,797,08107000300,0.04,0.13
125,4151,,670600,1238,08107000500,0.03,0.11
126,3021,33779,569000,1262,08107000600,0.03,0.06
127,3686,36045,486700,1534,08117000300,0.08,0.1
128,7452,,477100,1028,08117000200,0.05,0.18
129,8326,35126,454800,1280,08117000100,0.02,0.12
130,3194,44853,282200,1721,08035014204,0.04,0.01
131,5098,,558000,907,08035014403,0.05,0.04
132,2599,46489,434700,,08035014404,0.06,0.03
133,7731,52858,322400,2033,08035014405,0.04,0.03
134,9553,,350600,1712,08035014406,0.05,0.01
135,4507,,310100,1167,08035014505,0.02,0.05
136,3732,32923,191400,1133,08101002806,0.03,0.03
137,3025,19627,88500,797,08101002901,0.12,0.27
138,4392,,221900,1563,08101002906,0.06,0.03
139,2827,,203800,887,08101003004,0.09,0.07
140,1874,,135200,712,08101003103,0.1,0.21
141,2354,22292,127900,1094,08001008901,0.08,0.22
142,5849,26260,169000,1014,08001009603,0.09,0.14
143,4652,30192,152700,1133,08001009101,0.13,0.08
144,2819,22803,51600,905,08001009320,0.13,0.24
145,3182,27135,164500,773,08001009501,0.06,0.24
146,7433,32449,239900,1172,08001008529,0.09,0.08
147,4592,25605,151700,1189,08001009202,0.12,0.16
148,4644,21657,157400,1061,08001009308,0.1,0.17
149,3663,,166900,813,08001009309,0.1,0.12
150,4294,,59700,1045,08001009322,0.11,0.21
151,5016,35376,336900,1052,08001009325,0.11,0.08
152,2465,32731,194000,1054,08041004702,0.04,0.03
153,6094,23243,117600,897,08041006200,0.11,0.3
154,3510,,169500,890,08041001400,0.11,0.17
155,2054,,172400,690,08041001700,0.11,0.29
156,4387,20285,134800,640,08041001900,0.17,0.18
157,7388,20106,154600,676,08041002000,0.1,0.28
158,2598,,152400,656,08041002200,0.16,0.15
159,6009,,303300,835,08041000101,0.06,0.1
160,2286,28576,182000,775,08041000400,0.07,0.12
161,2299,,208500,1032,08041000500,0.1,0.18
162,4619,,197400,822,08041000202,0.1,0.18
163,2314,,497400,799,08041001000,0.02,0.06
164,4600,,206600,839,08031003601,0.1,0.25
165,3195,,343600,872,08031003701,0.04,0.12
166,4734,37047,424200,804,08031003702,0.05,0.17
167,5908,,348600,1276,08031004304,0.03,0.08
168,2913,30943,249400,1188,08031005001,0.06,0.18
169,4691,30411,235000,,08031005503,0.08,0.1
170,4526,30969,267800,910,08031006814,0.05,0.14
171,4610,,-666666666,913,08031007006,0.13,0.2
172,4320,19188,409400,1607,08013012507,0.07,0.3
173,3437,,176100,987,08013013308,0.05,0.19
174,3675,,205300,803,08013013401,0.1,0.38
175,7912,31162,244800,1136,08013013402,0.06,0.1
176,4853,,848500,1577,08013012101,0.04,0.11
177,3628,,687100,1147,08013012710,0.04,0.08
178,1462,,670900,1304,08013013202,0.08,0.12
179,4953,,210200,933,08013013210,0.06,0.12
180,3460,23361,225100,794,08013013307,0.12,0.17
181,5095,23764,191600,941,08013013306,0.09,0.16
182,3268,36108,267300,1423,08013012907,0.05,0.07
183,1572,,400700,1385,08013013201,0.06,0.12
184,6199,,380000,1171,08013013211,0.08,0.24
185,5626,,178100,884,08013013503,0.09,0.24
186,3533,,405500,1258,08013013005,0.03,0.1
187,2968,28901,161700,936,08123001413,0.07,0.07
188,2295,,203000,1321,08123001414,0.04,0.08
189,3952,41932,209300,1574,08123001415,0.08,0.03
190,2256,,290200,1193,08123001416,0.03,0.04
191,1958,33344,165800,1000,08123001417,0.08,0.11
192,4614,,145400,938,08123001905,0.08,0.15
193,1643,29167,227000,1217,08123001906,0.1,0.05
194,3092,30362,195100,931,08123001907,0.05,0.1
195,2340,26675,156300,850,08123001908,0.06,0.13
196,4312,21040,125900,515,08021974900,0.08,0.11
197,4440,25331,124100,827,08031004503,0.02,0.3
198,1977,18952,106900,625,08023972600,0.13,0.25
199,1604,17525,99200,318,08023972700,0.16,0.22
200,2626,11172,234800,353,08031001901,0.24,0.45
201,825,,450000,1188,08031001902,0.09,0.01
202,11954,63923,466400,1856,08031004106,0.04,0.01
203,5672,61473,389200,1387,08031004107,0.02,0.06
204,4219,,134200,883,08031004504,0.07,0.21
205,4385,16746,124300,927,08031004505,0.02,0.4
206,3525,17510,137100,723,08031004506,0.08,0.38
207,3763,38750,248700,1087,08093000200,0.02,0.02
208,2402,,226200,865,08093000500,0.03,0.13
209,5701,,245400,782,08093000100,0.09,0.06
210,3353,21188,174900,782,08109977600,0.14,0.2
211,2885,17588,87100,477,08109977700,0.05,0.27
212,6463,34161,300600,1295,08077001402,0.08,0.07
213,2307,19954,254700,616,08077000200,0.06,0.23
214,4745,30762,187300,1171,08077001102,0.07,0.12
215,2283,30679,332400,1266,08077001200,0.08,0.07
216,5413,22440,117400,678,08077001705,0.12,0.19
217,3005,,246600,825,08077001800,0.06,0.18
218,8965,24411,156400,1272,08077000800,0.1,0.16
219,6442,,263000,992,08077001002,0.08,0.11
220,4509,32995,191700,1063,08059009834,0.05,0.05
221,5753,31959,221500,1157,08059010208,0.13,0.16
222,6131,28526,197500,957,08059010209,0.06,0.08
223,2568,22033,148800,843,08059010406,0.04,0.2
224,5417,34346,287100,895,08059010502,0.11,0.13
225,5891,22133,221500,820,08059011550,0.1,0.26
226,4044,20265,210500,819,08059011601,0.11,0.34
227,5958,,336800,1398,08059011726,0.07,0.04
228,3586,36412,286000,1503,08059011727,0.04,0.02
229,2112,37113,224100,1473,08059012046,0.05,0.06
230,1910,49700,250000,1695,08059009829,0.05,0.02
231,2426,,318800,-666666666,08059009839,0.03,0.02
232,2954,46875,455400,1307,08059009847,0.07,0.03
233,4843,,212500,1145,08059010213,0.07,0.15
234,2373,29769,262400,1461,08059009841,0.05,0.05
235,6334,40667,314500,1313,08059009827,0.03,0.08
236,2782,,558900,-666666666,08059009837,0.02,0.02
237,3768,,424400,1760,08059009806,0.05,0.05
238,5262,,326600,1588,08059009815,0.05,0.03
239,3923,,377800,1210,08059009836,0.02,0.03
240,8013,,425500,1345,08059009843,0.04,0.04
241,4087,67550,613100,1845,08059009845,0.03,0.05
242,1970,14712,72600,616,08101000600,0.19,0.38
243,2026,22774,116100,684,08101001500,0.09,0.29
244,3201,,76100,703,08101002000,0.28,0.39
245,4480,29167,157100,838,08101002807,0.07,0.1
246,2097,,69800,862,08101000200,0.12,0.32
247,6189,,124600,685,08101000902,0.14,0.24
248,1287,,101700,581,08101001900,0.08,0.22
249,2248,27269,172300,1066,08101003104,0.07,0.12
250,2464,13215,71400,781,08101001100,0.16,0.54
251,6354,31071,160400,1042,08101002903,0.09,0.2
252,3426,23714,158100,479,08101003200,0.08,0.17
253,4445,24907,137700,646,08101001700,0.05,0.11
254,2042,19467,155200,644,08101000905,0.1,0.26
255,4158,,210200,1162,08059012047,0.07,0.08
256,3700,49548,333800,1592,08059012049,0.03,0.02
257,3949,,461400,1358,08059012050,0.04,0.07
258,5300,37396,233800,1680,08059012052,0.05,0.07
259,4226,,362000,1169,08059012054,0.03,0.02
260,5457,41678,289700,1281,08059012043,0.04,0.04
261,3983,,344800,1451,08059012058,0.05,0.05
262,2923,46875,378700,907,08059010504,0.06,0.01
263,5395,11267,418400,984,08059010000,0.04,0.17
264,3414,28236,273600,719,08059010211,0.09,0.12
265,4315,41173,271600,1145,08059011712,0.07,0.05
266,5021,48417,393700,2850,08059011724,0.06,0.03
267,3131,,374200,1129,08059012027,0.07,0.04
268,2498,,416400,1632,08059012032,0.07,0.06
269,2738,,382600,850,08059012033,0.04,0.02
270,2744,,213600,1234,08059009832,0.09,0.07
271,5937,32142,247000,1168,08059009833,0.1,0.1
272,3996,,254800,1863,08059009840,0.05,0.04
273,2465,23362,224500,812,08059010902,0.09,0.18
274,5276,,268900,1144,08059010303,0.02,0.07
275,5677,35145,239600,1310,08059010308,0.03,0.08
276,4064,31607,244000,872,08059010701,0.03,0.05
277,2755,41010,332700,1172,08059011721,0.02,0.06
278,5748,46855,340500,1221,08059012022,0.06,0.05
279,4095,40141,368900,1144,08059012031,0.07,0.09
280,5563,,225500,1158,08059012039,0.03,0.04
281,4144,38580,493200,1331,08013013601,0.07,0.09
282,984,,297400,867,08013013602,0.11,0.02
283,2702,,725200,1176,08013012104,0.02,0.08
284,5793,,400300,1609,08013012105,0.02,0.11
285,3326,,555300,1330,08013012603,0.04,0.13
286,5646,46683,612500,1519,08013012701,0.02,0.03
287,2403,24054,511900,673,08013012707,0.05,0.11
288,1843,43162,378200,2025,08013012709,0.06,0.03
289,3685,,461800,1961,08013013004,0.03,0.04
290,6083,,378600,1287,08013013702,0.04,0.13
291,4814,26364,212000,1127,08013013305,0.05,0.13
292,5289,,481000,1573,08013012708,0.07,0.06
293,1720,15267,315000,1201,08013012605,0.06,0.4
294,5800,37950,234700,1323,08059011702,0.06,0.09
295,3408,35095,229000,861,08059011709,0.09,0.04
296,3479,28250,180600,948,08059011723,0.06,0.1
297,1674,46250,280700,1724,08059011725,0.05,0.03
298,3567,,144000,921,08059011730,0.09,0.13
299,3101,37964,282800,955,08059011951,0.03,0.14
300,3571,,390600,1130,08059012026,0.1,0.08
301,3718,,729100,-666666666,08059012034,0.05,0.01
302,4420,,513500,1596,08059009846,0.03,0.02
303,3324,,278800,1099,08059010210,0.06,0.1
304,2393,41786,630000,,08059009848,0.11,0.06
305,4357,34551,209900,1205,08059010100,0.05,0.15
306,4675,30435,219900,977,08059010212,0.07,0.1
307,2868,35856,214600,1429,08059010304,0.08,0.02
308,5164,,223700,933,08059010307,0.07,0.12
309,4410,,274400,1127,08059010901,0.12,0.09
310,3139,25979,226000,881,08059011300,0.14,0.1
311,4517,25572,225200,895,08059011602,0.05,0.23
312,3839,53580,433500,2207,08035014506,0.02,0.04
313,7048,,231100,1724,08035014603,0.04,0.02
314,4163,,281100,1780,08035014604,0.07,0.11
315,5915,,372100,1714,08037000301,0.06,0.04
316,2123,,579600,924,08037000302,0.05,0.06
317,5623,30232,393900,1282,08037000401,0.04,0.21
318,3952,,584600,1388,08037000402,0.05,0.1
319,7971,,424900,1457,08037000403,0.04,0.01
320,764,,1209500,,08037000501,0.05,0.11
321,6631,32876,252400,1119,08041003906,0.12,0.03
322,4569,,11300,881,08041000302,0.15,0.26
323,5699,35688,320300,1222,08041004902,0.1,0.03
324,4327,,136700,711,08041006100,0.17,0.38
325,1213,,152700,699,08041001101,0.07,0.18
326,4135,,298100,788,08041002502,0.05,0.08
327,3043,28688,238300,1011,08049000100,0.12,0.15
328,5292,,178200,989,08001009401,0.14,0.07
329,5691,,191400,1110,08001009407,0.14,0.27
330,4343,55193,313900,1710,08001009408,0.02,0.01
331,4430,,158500,921,08001009604,0.16,0.22
332,5545,,28300,753,08001008308,0.11,0.4
333,5725,35106,204500,1383,08001008508,0.07,0.08
334,2219,,118400,857,08001008603,0.12,0.21
335,5160,21918,191000,1088,08001008604,0.07,0.09
336,3638,27436,213300,851,08001008605,0.03,0.07
337,9920,,156400,1076,08001009002,0.08,0.16
338,6901,19844,31300,1130,08001009316,0.11,0.11
339,5282,,217800,686,08001009607,0.14,0.11
340,6470,,155600,1023,08001008000,0.11,0.19
341,6989,30346,181500,1044,08001008505,0.07,0.15
342,7017,37052,307000,1438,08001008523,0.05,0.06
343,6756,,189900,963,08001009304,0.06,0.22
344,3809,22681,226600,965,08001009203,0.09,0.2
345,5917,25365,166900,893,08001009310,0.12,0.21
346,4635,34398,190800,1212,08001009406,0.07,0.11
347,4788,19267,171500,1247,08031008386,0.12,0.17
348,7050,22748,169500,1160,08031008387,0.06,0.24
349,7545,,183400,1268,08031008388,0.04,0.05
350,9513,,244700,1740,08031008389,0.04,0.05
351,9547,,193800,1218,08031008390,0.1,0.15
352,7432,31705,170600,1108,08041004511,0.04,0.1
353,3902,30595,183900,1077,08041004601,0.09,0.08
354,3864,27966,182800,977,08041004602,0.13,0.15
355,5682,35892,199400,1359,08041004603,0.05,0.03
356,7570,40489,215700,1378,08041004705,0.04,0.03
357,5250,,260100,1863,08041004706,0.08,0.09
358,7171,35809,210200,1161,08041005105,0.05,0.07
359,10662,,223100,1319,08041005106,0.09,0.08
360,8045,46511,248300,1598,08041005107,0.04,0.04
361,9009,,211900,1441,08041005108,0.06,0.05
362,7556,36599,220900,1321,08041005109,0.07,0.09
363,3989,30598,158200,1025,08041005110,0.05,0.11
364,6944,31510,172800,1404,08041005111,0.08,0.07
365,5174,30868,158900,1152,08041006301,0.06,0.14
366,5889,22414,158100,853,08041006302,0.19,0.33
367,4346,34387,190700,1172,08041006801,0.03,0.12
368,3837,35102,235900,1286,08041006802,0.08,0.04
369,5525,,261000,1474,08041006901,0.08,0.07
370,5290,,247500,1284,08041006902,0.06,0.05
371,6757,47829,377000,1654,08041007101,0.08,0.05
372,9209,,348600,1978,08041007102,0.06,0.03
373,7347,,392900,1395,08041007201,0.03,0.07
374,9140,,332000,1225,08041007202,0.07,0.02
375,6631,39603,287300,1738,08041007601,0.07,0.06
376,3306,,375900,1444,08041007602,0.11,0.09
377,510,2499,-666666666,-666666666,08043980100,,0.0
378,5513,2499,-666666666,-666666666,08043980300,,0.0
379,2848,,-666666666,-666666666,08043980200,,0.0
380,3837,34099,305200,1238,08045951701,0.04,0.12
381,3692,23210,299500,1156,08045951702,0.11,0.19
382,6396,31118,531000,1208,08045951803,0.05,0.13
383,4112,,556300,1463,08045951804,0.06,0.08
384,3892,,130500,757,08123001201,0.1,0.18
385,7190,24313,110000,812,08123001300,0.12,0.13
386,2778,28662,189000,750,08041000800,0.08,0.1
387,2451,31646,288600,759,08041000900,0.07,0.16
388,3625,,152200,793,08041002101,0.14,0.18
389,3276,,445000,1090,08041002501,0.07,0.07
390,7781,,307300,992,08041003701,0.07,0.08
391,11426,51699,294900,1678,08041003902,0.06,0.02
392,13088,40113,199100,1359,08041004503,0.06,0.05
393,3107,31958,176300,1263,08041005602,0.1,0.08
394,3098,32869,182800,1315,08041005800,0.11,0.08
395,6921,30077,181700,963,08041005900,0.08,0.07
396,6637,,160800,773,08041006000,0.04,0.23
397,3764,21476,122300,1090,08041006501,0.16,0.25
398,2541,,227000,802,08041006600,0.06,0.11
399,2323,,176700,684,08041001500,0.13,0.11
400,3502,,320700,737,08041001600,0.12,0.13
401,1951,34276,222300,1057,08041001800,0.07,0.11
402,2971,22188,163700,818,08041002700,0.07,0.22
403,3551,,269300,1014,08041003400,0.08,0.11
404,3817,,148600,1092,08041004200,0.07,0.1
405,6733,26981,173400,1321,08041004300,0.12,0.16
406,4964,,237100,1167,08041007800,0.14,0.08
407,2958,,302200,1172,08041003708,0.04,0.1
408,3362,29643,167800,1358,08041004507,0.15,0.02
409,3708,28125,168300,928,08041004901,0.08,0.1
410,2414,,310400,1274,08041007900,0.05,0.03
411,5947,17243,129400,725,08041005400,0.17,0.36
412,7628,,140100,962,08041006400,0.11,0.18
413,6260,26798,140700,732,08041004508,0.06,0.13
414,5186,,363700,1185,08041003702,0.05,0.05
415,6341,,292000,1082,08041003709,0.09,0.09
416,4440,,103900,839,08041004501,0.12,0.14
417,3930,12526,165800,665,08001007801,0.07,0.56
418,4014,20712,165900,1379,08031008304,0.12,0.24
419,4045,28599,194600,1109,08031000201,0.06,0.1
420,3842,45933,316000,1251,08059012044,0.06,0.07
421,4053,,265500,1537,08059012053,0.04,0.09
422,5961,43096,247200,1191,08059012057,0.04,0.02
423,5448,,242700,1608,08059009828,0.1,0.04
424,3612,,277800,1638,08059009835,0.04,0.03
425,5339,,394400,951,08059009808,0.04,0.04
426,5039,,239600,1563,08059009824,0.07,0.03
427,2281,26092,-666666666,1121,08059009831,0.03,0.13
428,4269,34808,166600,1216,08035013904,0.06,0.11
429,4790,44602,257200,1360,08035013907,0.05,0.08
430,3078,37701,202200,1410,08001009608,0.08,0.06
431,4839,,236800,1128,08001008402,0.06,0.07
432,5217,21293,122700,872,08001008705,0.07,0.22
433,4776,21937,160000,956,08001009001,0.08,0.19
434,4157,,182600,972,08001009307,0.05,0.18
435,2989,21558,169000,640,08001009553,0.1,0.23
436,2867,17599,142100,809,08001009606,0.09,0.31
437,5148,22873,148600,1499,08001008200,0.09,0.15
438,7215,25308,184100,1522,08001008507,0.1,0.13
439,3795,24429,37200,1069,08001008309,0.14,0.23
440,6167,29653,158000,1118,08001008353,0.08,0.08
441,6629,30176,323300,1046,08049000202,0.04,0.12
442,3027,,77700,577,08055960600,0.25,0.21
443,3475,,198000,809,08055960900,0.06,0.15
444,5834,,369700,1041,08059009849,0.04,0.18
445,2592,56867,596600,1174,08059009850,0.02,0.03
446,3838,,343500,1269,08059009851,0.04,0.04
447,3810,39861,388300,1104,08059009852,0.04,0.07
448,3048,22821,145600,796,08059011401,0.09,0.18
449,3694,,179000,1067,08069002008,0.08,0.05
450,3204,,287600,1446,08069001004,0.05,0.09
451,2125,25335,219800,961,08069001305,0.1,0.3
452,2210,20761,,995,08069001306,0.12,0.31
453,1706,,183300,1040,08069001601,0.09,0.18
454,5620,32818,232700,1088,08069001807,0.06,0.07
455,6829,,388300,935,08069002600,0.06,0.06
456,6436,,241700,769,08069000600,0.25,0.09
457,3556,30109,378100,1016,08069001007,0.11,0.19
458,6547,40470,284300,1205,08069001009,0.06,0.12
459,5828,18167,245300,1103,08069001110,0.06,0.35
460,5380,,541100,-666666666,08059012035,0.05,0.04
461,5944,,286600,1145,08059012045,0.04,0.02
462,3577,41358,299800,1185,08059012055,0.05,0.02
463,5877,27831,296700,959,08059011000,0.07,0.16
464,3954,26599,189800,842,08059010305,0.07,0.15
465,2320,25349,211000,877,08059010405,0.04,0.24
466,4468,31713,324200,774,08059010503,0.1,0.1
467,6106,,305000,836,08059011100,0.09,0.18
468,4852,40850,262500,1161,08059011701,0.05,0.06
469,2307,31526,137900,893,08059011904,0.05,0.07
470,3963,,368600,1193,08059012030,0.04,0.06
471,4746,43259,234700,1567,08059009823,0.02,0.02
472,4599,,422600,-666666666,08059009838,0.03,0.02
473,2357,28664,350200,903,08059009900,0.08,0.14
474,2409,,343200,2303,08059010205,0.04,0.04
475,4057,24954,159100,944,08123002004,0.06,0.08
476,3454,,333100,1519,08077001600,0.07,0.08
477,7982,23261,169600,776,08077001101,0.04,0.15
478,3787,27304,232800,1061,08077001403,0.06,0.1
479,12761,30013,199400,1040,08077001501,0.08,0.14
480,4787,,223500,778,08077001702,0.05,0.08
481,5212,,285200,847,08077001900,0.05,0.11
482,4082,21966,149400,721,08077000700,0.16,0.31
483,8839,,154600,803,08077001301,0.11,0.33
484,4508,31303,208300,1069,08077001302,0.07,0.09
485,4298,20250,180500,998,08077000601,0.08,0.28
486,7478,,347300,1102,08077001502,0.07,0.08
487,4122,,165400,900,08077001703,0.08,0.12
488,1434,21069,175700,621,08077000300,0.07,0.25
489,5230,24706,102600,539,08099000300,0.05,0.16
490,1338,26830,104500,808,08099000100,0.08,0.07
491,2275,15069,41200,671,08099000200,0.25,0.27
492,1358,21294,89500,528,08099000600,0.05,0.2
493,874,29388,276000,692,08053973100,0.03,0.08
494,5208,28122,151200,819,08041005000,0.08,0.05
495,3312,41722,366900,1280,08059012059,0.03,0.06
496,3135,,211000,1340,08059012060,0.09,0.06
497,4535,27094,235600,1135,08045951901,0.08,0.12
498,6913,33293,265900,1417,08045951902,0.06,0.13
499,4997,30903,203900,952,08045952001,0.1,0.19
500,8117,26104,210100,1052,08045952002,0.1,0.11
501,4739,,280900,1001,08049000201,0.04,0.05
502,4231,36517,244800,1113,08059010206,0.05,0.09
503,2242,37337,163400,1213,08059009830,0.05,0.07
504,4763,,344300,1247,08077001404,0.08,0.05
505,3497,,156000,864,08077000400,0.07,0.18
506,3090,5838,177600,614,08077000500,0.19,0.14
507,4963,17960,134200,778,08077000602,0.13,0.26
508,2466,26363,174800,1112,08077000900,0.08,0.14
509,4582,,258400,1075,08077001001,0.01,0.06
510,3544,,297600,943,08069001113,0.08,0.06
511,2602,16317,14100,686,08069001304,0.1,0.31
512,5382,,242300,994,08069001603,0.06,0.09
513,5437,,181000,996,08069002005,0.07,0.08
514,5506,31724,238300,864,08069002700,0.06,0.1
515,2289,18342,246400,850,08069000100,0.06,0.3
516,5982,,226400,1038,08069001104,0.05,0.16
517,5496,30825,200900,1275,08069001707,0.09,0.16
518,3784,,316800,896,08069001903,0.09,0.09
519,1959,34957,299300,1139,08069001008,0.05,0.07
520,3826,,277400,909,08069001301,0.08,0.13
521,9083,27982,186900,849,08069001704,0.1,0.12
522,2948,,317300,1300,08069000300,0.04,0.13
523,5474,21845,228400,1092,08069001107,0.1,0.21
524,3928,37401,490700,,08045951802,0.07,0.02
525,3674,,309300,711,08051963600,0.07,0.09
526,894,30750,339700,1411,08051963900,0.06,0.12
527,6275,,214800,820,08051963700,0.11,0.28
528,2537,,366300,1645,08069001010,0.05,0.02
529,2821,,242800,935,08083969200,0.1,0.17
530,5077,20765,148400,829,08083969600,0.1,0.17
531,3462,,250900,945,08083969000,0.08,0.13
532,5223,,163600,821,08083969300,0.13,0.09
533,8352,34312,176600,1584,08031008391,0.04,0.06
534,3702,34881,260100,865,08031015300,0.08,0.13
535,4218,,238700,1016,08031015400,0.06,0.11
536,3552,26346,290300,855,08031015500,0.08,0.16
537,7124,17855,166800,700,08031015600,0.15,0.45
538,5624,24557,234800,944,08031015700,0.07,0.18
539,1231,31467,124200,1181,08031980000,0.04,0.19
540,0,-666666666,-666666666,-666666666,08031980100,,
