,population,income,house_value,rent,tract,unemployment,poverty,tract_str,tract_str_last6,2014_med,2015_med,2016_med,2017_med,2018_med,2019_med,2020_med,2021_med,2014_rec,2015_rec,2016_rec,2017_rec,2018_rec,2019_rec,2020_rec,2021_rec,total
504,3090,39664,466700,1466,4005,0.04,0.15,8031004005,004005,,,,,,,,,,,,,,,,,0.0
505,4586,51365,861100,1641,4006,0.04,0.13,8031004006,004006,,,,,,,,,,,,,,,,,0.0
506,4605,39002,372800,1254,4101,0.03,0.16,8031004101,004101,0.0,64.0,142.0,235.0,319.0,403.0,490.0,578.0,0.0,64.0,139.0,220.0,292.0,368.0,440.0,505.0,1083.0
507,4404,27427,422200,1729,4102,0.1,0.18,8031004102,004102,0.0,14.0,40.0,82.0,129.0,175.0,218.0,272.0,0.0,14.0,40.0,85.0,132.0,178.0,221.0,275.0,547.0
508,6380,61333,650600,2008,4103,0.04,0.04,8031004103,004103,,,,,,,,,,,,,,,,,0.0
509,5174,56291,457600,2020,4104,0.06,0.12,8031004104,004104,,,,,,,,,,,,,,,,,0.0
510,7761,91607,633400,2582,4108,0.04,0.02,8031004108,004108,,,,,,,,,,,,,,,,,0.0
511,2332,90868,671200,-666666666,4109,0.0,0.01,8031004109,004109,,,,,,,,,,,,,,,,,0.0
512,5018,66977,692100,1090,4110,0.08,0.03,8031004110,004110,4.0,28.0,70.0,120.0,160.0,213.0,243.0,279.0,4.0,28.0,67.0,108.0,148.0,201.0,231.0,267.0,546.0
513,6620,85750,658700,1530,4111,0.01,0.01,8031004111,004111,,,,,,,,,,,,,,,,,0.0
514,6223,59253,572600,1898,4112,0.04,0.05,8031004112,004112,,,,,,,,,,,,,,,,,0.0
515,1985,61630,511200,1991,4113,0.01,0.05,8031004113,004113,0.0,12.0,24.0,36.0,48.0,57.0,59.0,70.0,,,,,,,,,0.0
516,4669,71709,826300,1406,4201,0.05,0.05,8031004201,004201,0.0,36.0,76.0,124.0,168.0,197.0,221.0,242.0,0.0,38.0,78.0,126.0,170.0,202.0,238.0,270.0,512.0
517,4652,56760,664200,1470,4202,0.06,0.03,8031004202,004202,,,,,,,,,,,,,,,,,0.0
518,2935,49511,627800,1301,4302,0.02,0.04,8031004302,004302,4.0,,,,,,,,0.0,,,3.0,15.0,27.0,30.0,38.0,42.0
519,3836,93160,1162500,2880,4303,0.02,0.03,8031004303,004303,,,,,,,,,,,,,,,,,0.0
520,5050,63014,803300,1940,4306,0.06,0.04,8031004306,004306,,,,,,,,,,,,,,,,,0.0
521,2278,37700,605000,1163,4307,0.02,0.07,8031004307,004307,,,,,,,,,,,,,,,,,0.0
522,3491,48825,357600,1503,4308,0.01,0.1,8031004308,004308,,,,,,,,,,,,,,,,,0.0
523,3999,55428,469600,1422,4309,0.03,0.06,8031004309,004309,0.0,4.0,16.0,28.0,48.0,70.0,88.0,112.0,,0.0,12.0,24.0,44.0,66.0,84.0,108.0,220.0
524,2308,67950,584400,2038,4310,0.05,0.05,8031004310,004310,0.0,,,,,,,,0.0,,,,,,,,0.0
525,4124,39133,370600,1480,4403,0.07,0.05,8031004403,004403,,0.0,15.0,39.0,63.0,87.0,111.0,135.0,,0.0,15.0,39.0,63.0,87.0,111.0,135.0,270.0
526,6521,30456,358900,1273,4404,0.1,0.29,8031004404,004404,,,,,,,,,,,,,,,,,0.0
527,3834,65321,812400,1683,4406,0.06,0.03,8031004406,004406,,,,,,,,,,,,,,,,,0.0
528,5177,52358,563800,1764,4407,0.04,0.13,8031004407,004407,,,,,,,,,,,,,,,,,0.0
529,5108,32134,243400,1250,4503,0.02,0.3,8031004503,004503,8.0,32.0,53.0,65.0,77.0,87.0,88.0,99.0,8.0,32.0,53.0,65.0,77.0,87.0,88.0,99.0,198.0
530,4154,29730,349200,1349,4504,0.05,0.29,8031004504,004504,,,,,,,,,,,,,,,,,0.0
531,5031,28291,245200,1168,4505,0.03,0.28,8031004505,004505,,,,,,,,,,,,,,,,,0.0
532,3478,24258,278400,1084,4506,0.03,0.34,8031004506,004506,0.0,0.0,12.0,24.0,36.0,43.0,47.0,59.0,0.0,0.0,12.0,24.0,36.0,43.0,47.0,59.0,118.0
533,6167,34499,331500,1457,4601,0.04,0.13,8031004601,004601,0.0,26.0,44.0,68.0,92.0,116.0,140.0,162.0,0.0,24.0,42.0,66.0,90.0,114.0,141.0,175.0,337.0
534,7187,30958,324700,1208,4602,0.01,0.21,8031004602,004602,,,,,,,,,,,,,,,,,0.0
535,5474,36014,318700,1434,4603,0.1,0.1,8031004603,004603,,,,,,,,,,,,,,,,,0.0
536,7074,32847,417700,1238,4700,0.02,0.11,8031004700,004700,,,,,,,,,,,,,,,,,0.0
537,3500,44052,404300,1945,4801,0.0,0.02,8031004801,004801,,,,,,,,,,,,,,,,,0.0
538,2583,37522,401900,1372,5001,0.03,0.08,8031005001,005001,,,,,,,,,,,,,,,,,0.0
539,2572,32379,637500,1293,5003,0.08,0.14,8031005003,005003,4.0,36.0,63.0,90.0,122.0,137.0,144.0,163.0,0.0,16.0,40.0,64.0,84.0,91.0,95.0,104.0,267.0
540,5725,36963,255700,1311,5004,0.07,0.15,8031005004,005004,,0.0,24.0,48.0,71.0,82.0,82.0,94.0,,0.0,24.0,48.0,71.0,82.0,82.0,95.0,189.0
541,3780,52965,521600,1955,5102,0.02,0.02,8031005102,005102,,,,,,,,,,,,,,,,,0.0
542,4032,37327,392500,1226,5104,0.06,0.17,8031005104,005104,,,,,,,,,,,,,,,,,0.0
543,3475,45809,473100,1908,5200,0.04,0.07,8031005200,005200,0.0,16.0,43.0,71.0,105.0,127.0,156.0,192.0,0.0,16.0,43.0,68.0,92.0,114.0,143.0,179.0,371.0
544,1791,38988,482900,1822,5300,0.11,0.09,8031005300,005300,,9.0,21.0,26.0,34.0,46.0,58.0,62.0,,9.0,21.0,26.0,,,,,88.0
545,2068,40000,436600,1718,5502,0.02,0.12,8031005502,005502,0.0,12.0,36.0,57.0,69.0,81.0,93.0,100.0,,,,,,,,,0.0
546,4810,42836,421500,1156,5503,0.04,0.13,8031005503,005503,0.0,0.0,12.0,27.0,39.0,51.0,63.0,75.0,0.0,0.0,12.0,27.0,39.0,51.0,63.0,75.0,150.0
547,4160,57952,619600,1758,6701,0.03,0.1,8031006701,006701,,,9.0,,,,,,,,,,,,,,0.0
548,3260,66250,505700,1828,6804,0.04,0.03,8031006804,006804,,,,,,,,,,,,,,,,,0.0
549,6202,39309,398300,1439,6810,0.01,0.15,8031006810,006810,0.0,4.0,6.0,18.0,30.0,42.0,54.0,66.0,,0.0,2.0,17.0,41.0,65.0,77.0,100.0,166.0
550,3977,53281,298000,1574,6812,0.05,0.08,8031006812,006812,11.0,35.0,59.0,83.0,107.0,131.0,155.0,178.0,11.0,35.0,59.0,83.0,107.0,131.0,155.0,178.0,356.0
551,4314,41373,263800,1364,6813,0.08,0.05,8031006813,006813,,,,,,,,,,,,,,,,,0.0
552,4450,41204,407300,1393,6814,0.08,0.19,8031006814,006814,0.0,2.0,,,,3.0,15.0,21.0,0.0,,,,,,,,21.0
553,2207,53845,641900,2198,6815,0.04,0.0,8031006815,006815,,,,,,,,,,,,,,,,,0.0
554,5049,43664,442800,1413,6816,0.07,0.06,8031006816,006816,,,,,,,,,,,,,,,,,0.0
555,2284,65851,522700,2944,6817,0.0,0.0,8031006817,006817,,,,,,,,,,,,,,,,,0.0
556,4485,53814,418800,1245,6818,0.04,0.11,8031006818,006818,,,,,,,,8.0,,,,,,,,8.0,16.0
557,3226,32342,424300,1183,6902,0.05,0.18,8031006902,006902,,,,,,,,,,,,,,,,,0.0
558,2695,38433,529700,1314,6903,0.1,0.13,8031006903,006903,0.0,12.0,24.0,36.0,48.0,60.0,72.0,84.0,0.0,12.0,24.0,36.0,48.0,60.0,72.0,84.0,168.0
559,4138,35081,-666666666,1387,7006,0.05,0.08,8031007006,007006,,,,,,,,,,,,,,,,,0.0
560,4000,48952,316200,1669,7013,0.02,0.11,8031007013,007013,,,,,,,,,,,,,,,,,0.0
561,4234,30970,369200,1047,7037,0.09,0.24,8031007037,007037,,,2.0,14.0,26.0,38.0,50.0,62.0,,,2.0,14.0,26.0,38.0,50.0,62.0,124.0
562,5035,37511,294700,1729,7088,0.05,0.11,8031007088,007088,,,,,,,,,,,,,,,,,0.0
563,1754,36867,215300,1273,7090,0.01,0.17,8031007090,007090,,,,,,,,,,,,,,,,,0.0
564,3457,28423,210300,1161,7091,0.08,0.17,8031007091,007091,,,,,,,,,,,,,,,,,0.0
565,3723,29472,275800,1595,8304,0.03,0.12,8031008304,008304,,,,,,,,,,,,,,,,,0.0
566,5414,23412,318400,1711,8305,0.1,0.23,8031008305,008305,,,,,,,,,,,,,,,,,0.0
567,7131,29427,334900,1261,8306,0.09,0.18,8031008306,008306,,,,,,,,,,,,,,,,,0.0
568,7160,34425,289300,1242,8312,0.1,0.05,8031008312,008312,0.0,,,,,,3.0,15.0,,,,,,,3.0,15.0,30.0
569,4624,30992,325800,1689,8386,0.06,0.13,8031008386,008386,,,,,,,,,,,,,,,,,0.0
570,7115,38712,312100,1813,8387,0.06,0.08,8031008387,008387,,,,,,,,,,,,,,,,,0.0
571,12383,46108,362900,1785,8388,0.04,0.08,8031008388,008388,,,,,,,,,,,,,,,,,0.0
572,14012,43181,382600,2360,8389,0.1,0.04,8031008389,008389,,,,,,,,,,,,,,,,,0.0
573,10358,37506,344900,1771,8390,0.05,0.18,8031008390,008390,,,,,,,,,0.0,12.0,13.0,,,,,,0.0
574,7056,34703,346500,2138,8391,0.04,0.04,8031008391,008391,,,,,,,,,,,,,,,,,0.0
575,5813,42862,383100,1447,11902,0.02,0.07,8031011902,011902,,,,,,,,,,,,,,,,,0.0
576,2363,42625,403200,1366,11903,0.02,0.07,8031011903,011903,,,,,,,,,,,,,,,,,0.0
577,2029,49212,570200,991,12001,0.05,0.09,8031012001,012001,,,,,,,,,,,,,,,,,0.0
578,5485,55520,511200,1568,12010,0.02,0.03,8031012010,012010,,,,,,,,,,,,,,,,,0.0
579,3902,44177,354000,1738,12015,0.09,0.1,8031012015,012015,0.0,13.0,37.0,61.0,85.0,109.0,133.0,157.0,0.0,13.0,37.0,61.0,85.0,109.0,133.0,157.0,314.0
580,2729,48169,308300,1422,12016,0.04,0.09,8031012016,012016,,,,,,,,,,,,,,,,,0.0
581,3895,35638,558400,1352,15300,0.08,0.15,8031015300,015300,,,,,,,,,,,,,,,,,0.0
582,4740,37179,466000,1286,15400,0.04,0.16,8031015400,015400,,0.0,12.0,17.0,21.0,33.0,45.0,59.0,,0.0,12.0,17.0,21.0,33.0,45.0,62.0,121.0
583,3598,35211,451000,1370,15500,0.03,0.11,8031015500,015500,,,,,,,,,,,,,,,,,0.0
584,8225,32656,342900,1312,15600,0.04,0.13,8031015600,015600,0.0,52.0,97.0,133.0,169.0,205.0,241.0,277.0,0.0,36.0,84.0,132.0,172.0,208.0,244.0,280.0,557.0
585,5449,30244,391500,1398,15700,0.06,0.17,8031015700,015700,,,,,,,,,,,,,,,,,0.0
586,2314,35650,247100,1616,15800,0.05,0.14,8031015800,015800,0.0,12.0,30.0,45.0,57.0,69.0,81.0,93.0,0.0,,6.0,18.0,30.0,42.0,59.0,85.0,178.0
587,0,-666666666,-666666666,-666666666,980001,,,8031980001,980001,,,,,,,,,,,,,,,,,0.0
588,0,-666666666,-666666666,-666666666,980100,,,8031980100,980100,0.0,40.0,133.0,241.0,338.0,441.0,514.0,588.0,0.0,24.0,104.0,212.0,309.0,413.0,498.0,584.0,1172.0
589,717,5682,550000,-666666666,980200,0.0,0.0,8031980200,980200,,,,,,,,,,,,,,,,,0.0
590,2288,35833,181400,858,100,0.03,0.12,8033000100,000100,11.0,47.0,83.0,119.0,155.0,191.0,225.0,243.0,11.0,47.0,83.0,123.0,174.0,234.0,292.0,330.0,573.0
591,4257,41559,335800,1665,13904,0.04,0.06,8035013904,013904,,,,,,,,,,,,,,,,,0.0
592,4604,39482,472500,1638,13905,0.06,0.03,8035013905,013905,,,,,,,,,,,,,,,,,0.0
593,5998,58087,438800,1787,13907,0.04,0.03,8035013907,013907,,,,,,,,,,,,,,,,,0.0
594,6528,52413,692500,2352,13909,0.05,0.03,8035013909,013909,,,,,,,,,,,,,,,,,0.0
595,8082,59727,489600,2850,13910,0.04,0.01,8035013910,013910,,,,,,,,,,,,,,,,,0.0
596,7484,52798,585400,3143,13911,0.01,0.01,8035013911,013911,,,,,,,,,,,,,,,,,0.0
597,6324,50969,658300,1735,13912,0.02,0.05,8035013912,013912,,,,,,,,,,,,,,,,,0.0
598,3140,73293,584700,-666666666,13913,0.0,0.1,8035013913,013913,,,,,,,,,,,,,,,,,0.0
599,3741,54329,551600,1815,13914,0.05,0.0,8035013914,013914,,,,,,,,,,,,,,,,,0.0
600,2826,50445,588500,-666666666,13915,0.02,0.01,8035013915,013915,,,,,,,,,,,,,,,,,0.0
601,4782,60673,468500,1853,14005,0.03,0.03,8035014005,014005,,,,,,,,,,,,,,,,,0.0
602,7150,64250,529400,2742,14006,0.04,0.01,8035014006,014006,,,,,,,,,,,,,,,,,0.0
603,3730,52614,565400,1706,14007,0.09,0.03,8035014007,014007,,,,,,,,,,,,,,,,,0.0
604,10360,65067,551200,1497,14008,0.03,0.02,8035014008,014008,,,,,,,,,,,,,,,,,0.0
605,4382,54959,460200,2500,14009,0.04,0.02,8035014009,014009,,,,,,,,,,,,,,,,,0.0
606,6951,44547,475600,1772,14010,0.02,0.07,8035014010,014010,,,,,,,,,,,,,,,,,0.0
607,6844,74756,630500,1707,14011,0.03,0.03,8035014011,014011,,,,,,,,,,,,,,,,,0.0
608,10066,71233,607300,3501,14013,0.01,0.02,8035014013,014013,,,,,,,,,,,,,,,,,0.0
609,4956,58496,385600,1436,14014,0.02,0.01,8035014014,014014,,,,,,,,,,,,,,,,,0.0
610,3622,41166,308100,1679,14015,0.07,0.07,8035014015,014015,,,,,,,,,,,,,,,,,0.0
611,5793,53689,554500,2815,14016,0.01,0.02,8035014016,014016,,,,,,,,,,,,,,,,,0.0
612,2880,65056,657400,1975,14017,0.01,0.04,8035014017,014017,,,,,,,,,,,,,,,,,0.0
613,4048,76080,563200,2188,14107,0.01,0.0,8035014107,014107,,,,,,,,,,,,,,,,,0.0
614,5162,56642,471600,2364,14108,0.03,0.01,8035014108,014108,,,,,,,,,,,,,,,,,0.0
615,3179,67007,597700,2045,14109,0.04,0.0,8035014109,014109,,,,,,,,,,,,,,,,,0.0
616,5182,51402,510700,1623,14110,0.04,0.07,8035014110,014110,,,,,,,,,,,,,,,,,0.0
617,3562,50897,473300,2468,14112,0.03,0.03,8035014112,014112,,,,,,,,,,,,,,,,,0.0
618,3148,59276,518600,2592,14113,0.04,0.02,8035014113,014113,,,,,,,,,,,,,,,,,0.0
619,3246,37014,407200,2102,14114,0.03,0.04,8035014114,014114,,,,,,,,,,,,,,,,,0.0
620,4553,60313,609500,1867,14115,0.03,0.03,8035014115,014115,,,,,,,,,,,,,,,,,0.0
621,5634,62703,879000,1739,14116,0.03,0.05,8035014116,014116,,,,,,,,,,,,,,,,,0.0
622,4243,51234,857300,1704,14123,0.04,0.04,8035014123,014123,,,,,,,,,,,,,,,,,0.0
623,5505,60000,518700,2262,14124,0.02,0.01,8035014124,014124,,,,,,,,,,,,,,,,,0.0
624,5737,68615,780500,1809,14125,0.04,0.01,8035014125,014125,,,,,,,,,,,,,,,,,0.0
625,2140,57946,443000,1930,14126,0.07,0.06,8035014126,014126,,,,,,,,,,,,,,,,,0.0
626,5123,79846,683700,3489,14127,0.07,0.03,8035014127,014127,,,,,,,,,,,,,,,,,0.0
627,4987,56962,456300,2279,14128,0.01,0.03,8035014128,014128,,,,,,,,,,,,,,,,,0.0
628,3341,56410,557900,2857,14129,0.03,0.01,8035014129,014129,,,,,,,,,,,,,,,,,0.0
629,7212,67517,510200,1975,14130,0.04,0.01,8035014130,014130,,,,,,,,,,,,,,,,,0.0
630,5850,56414,580700,1956,14131,0.05,0.04,8035014131,014131,,,,,,,,,,,,,,,,,0.0
631,6345,67682,670100,2574,14132,0.04,0.01,8035014132,014132,,,,,,,,,,,,,,,,,0.0
632,5899,66831,545000,2425,14133,0.01,0.02,8035014133,014133,,,,,,,,,,,,,,,,,0.0
633,6298,80750,571100,2711,14134,0.06,0.02,8035014134,014134,,,,,,,,,,,,,,,,,0.0
634,5534,100795,1023900,2157,14135,0.02,0.02,8035014135,014135,,,,,,,,,,,,,,,,,0.0
635,2818,54970,386300,1884,14138,0.03,0.02,8035014138,014138,,,,,,,,,,,,,,,,,0.0
636,3639,54773,555000,1706,14139,0.03,0.0,8035014139,014139,,,,,,,,,,,,,,,,,0.0
637,5561,67543,656900,-666666666,14140,0.04,0.06,8035014140,014140,,,,,,,,,,,,,,,,,0.0
638,5823,54129,711700,1679,14141,0.01,0.06,8035014141,014141,,,,,,,,,,,,,,,,,0.0
639,1772,67201,1114800,-666666666,14142,0.09,0.0,8035014142,014142,,,,,,,,,,,,,,,,,0.0
640,3900,66730,606700,-666666666,14143,0.08,0.01,8035014143,014143,,,,,,,,,,,,,,,,,0.0
641,5319,75855,596300,3185,14144,0.02,0.01,8035014144,014144,,,,,,,,,,,,,,,,,0.0
642,3669,42112,463900,2203,14145,0.04,0.18,8035014145,014145,,,,,,,,,,,,,,,,,0.0
643,4827,52278,445900,2623,14146,0.02,0.0,8035014146,014146,,,,,,,,,,,,,,,,,0.0
644,5813,66603,498000,2465,14203,0.01,0.01,8035014203,014203,,,,,,,,,,,,,,,,,0.0
645,2346,65352,667700,1700,14205,0.02,0.04,8035014205,014205,,,,,,,,,,,,,,,,,0.0
646,912,36512,726700,1350,14206,0.01,0.09,8035014206,014206,,,,,,,,,,,,,,,,,0.0
647,2144,63043,429100,-666666666,14207,0.01,0.08,8035014207,014207,,,,,,,,,,,,,,,,,0.0
648,1343,52610,460000,-666666666,14208,0.01,0.08,8035014208,014208,,,,,,,,,,,,,,,,,0.0
649,866,50054,431500,643,14300,0.01,0.06,8035014300,014300,,,,,,,,,,,,,,,,,0.0
650,2398,67162,620700,-666666666,14404,0.01,0.02,8035014404,014404,,,,,,,,,,,,,,,,,0.0
651,7776,60289,465300,2606,14405,0.05,0.04,8035014405,014405,,,,,,,,,,,,,,,,,0.0
652,3976,37827,753300,1408,14407,0.01,0.02,8035014407,014407,,,,,,,,,,,,,,,,,0.0
653,2707,53194,694900,2167,14408,0.03,0.02,8035014408,014408,,,,,,,,,,,,,,,,,0.0
654,3972,66852,618100,-666666666,14409,0.07,0.03,8035014409,014409,,,,,,,,,,,,,,,,,0.0
655,12075,61797,473700,1931,14410,0.06,0.02,8035014410,014410,,,,,,,,,,,,,,,,,0.0
656,6105,44766,427200,1652,14503,0.05,0.09,8035014503,014503,,,,,,,,,,,,,,,,,0.0
657,4761,39050,401500,1294,14504,0.07,0.08,8035014504,014504,,,,,,,,,,,,,,,,,0.0
658,6201,47661,485400,1661,14505,0.02,0.05,8035014505,014505,,,,,,,,,,,,,,,,,0.0
659,6378,56961,644500,3113,14506,0.02,0.02,8035014506,014506,,,,,,,,,,,,,,,,,0.0
660,2368,45243,802000,1394,14602,0.04,0.01,8035014602,014602,,,,,,,,,,,,,,,,,0.0
661,7687,46836,371400,1812,14603,0.05,0.02,8035014603,014603,,,,,,,,,,,,,,,,,0.0
662,4345,65608,488400,2195,14604,0.07,0.02,8035014604,014604,,,,,,,,,,,,,,,,,0.0
663,1437,42515,359700,-666666666,100,0.05,0.03,8037000100,000100,11.0,47.0,83.0,119.0,155.0,191.0,225.0,243.0,11.0,47.0,83.0,123.0,174.0,234.0,292.0,330.0,573.0
664,8160,43775,382200,1780,200,0.01,0.09,8037000200,000200,8.0,44.0,80.0,116.0,144.0,168.0,192.0,209.0,8.0,80.0,152.0,220.0,284.0,348.0,424.0,480.0,689.0
665,6533,49418,625600,1829,301,0.03,0.09,8037000301,000301,0.0,52.0,122.0,220.0,334.0,419.0,506.0,582.0,0.0,16.0,24.0,51.0,87.0,123.0,159.0,190.0,772.0
666,2931,41719,885800,2045,302,0.01,0.14,8037000302,000302,8.0,80.0,180.0,303.0,416.0,522.0,633.0,739.0,0.0,,,,,11.0,23.0,34.0,773.0
667,5398,40579,547900,1720,401,0.01,0.13,8037000401,000401,0.0,36.0,80.0,131.0,179.0,227.0,275.0,312.0,0.0,36.0,77.0,128.0,176.0,224.0,272.0,309.0,621.0
668,4905,36331,886100,1730,402,0.1,0.12,8037000402,000402,8.0,64.0,108.0,137.0,148.0,153.0,165.0,171.0,4.0,36.0,69.0,98.0,131.0,202.0,262.0,335.0,506.0
669,2342,34757,797800,1389,404,0.0,0.14,8037000404,000404,0.0,24.0,75.0,136.0,209.0,265.0,327.0,390.0,0.0,24.0,75.0,130.0,202.0,263.0,339.0,419.0,809.0
670,6180,50580,632900,1576,405,0.02,0.03,8037000405,000405,,,,,,,,,,0.0,,,,,,,0.0
671,2152,34375,930600,1711,501,0.05,0.01,8037000501,000501,,,,,,,,,,,,,,,,,0.0
672,4529,43187,702400,2295,502,0.05,0.04,8037000502,000502,0.0,12.0,28.0,58.0,101.0,131.0,155.0,172.0,0.0,36.0,75.0,114.0,154.0,202.0,250.0,293.0,465.0
673,2492,42821,364000,1499,504,0.07,0.2,8037000504,000504,0.0,12.0,24.0,36.0,48.0,60.0,72.0,73.0,0.0,12.0,24.0,36.0,48.0,60.0,72.0,73.0,146.0
674,2091,56870,724100,1498,505,0.06,0.23,8037000505,000505,,,,,,,,,,,,,,,,,0.0
675,1379,43278,750000,1875,600,0.05,0.05,8037000600,000600,0.0,12.0,24.0,36.0,48.0,60.0,72.0,84.0,0.0,12.0,27.0,40.0,72.0,120.0,162.0,193.0,277.0
676,1577,34446,770600,2367,701,0.0,0.05,8037000701,000701,0.0,4.0,,,12.0,24.0,36.0,48.0,,,,,8.0,20.0,32.0,44.0,92.0
677,1173,56131,703700,1600,702,0.01,0.07,8037000702,000702,,,,,,,,,,,,,,,,,0.0
678,2414,48429,713000,1284,703,0.16,0.06,8037000703,000703,0.0,0.0,13.0,37.0,61.0,85.0,109.0,130.0,0.0,1.0,13.0,25.0,37.0,49.0,61.0,73.0,203.0
679,1998,32099,290700,1058,961100,0.03,0.07,8039961100,961100,,,,,,,,,,,,,,,,,0.0
680,8209,44550,593600,-666666666,961204,0.02,0.02,8039961204,961204,,,,,,,,,,,,,,,,,0.0
681,2160,39315,422000,-666666666,961205,0.01,0.07,8039961205,961205,,,,,,,,,,,,,,,,,0.0
682,3475,52990,541400,2509,961206,0.01,0.05,8039961206,961206,,,,,,,,,,,,,,,,,0.0
683,3881,47483,570500,1258,961207,0.01,0.02,8039961207,961207,,,,,,,,,,,,,,,,,0.0
684,3986,51924,594300,1674,961208,0.03,0.05,8039961208,961208,,,,,,,,,,,,,,,,,0.0
685,2188,44514,434300,1164,961209,0.04,0.06,8039961209,961209,,,,,,,,,,,,,,,,,0.0
686,3467,39388,274700,1708,102,0.14,0.05,8041000102,000102,0.0,36.0,72.0,108.0,139.0,163.0,179.0,191.0,0.0,16.0,34.0,47.0,71.0,95.0,119.0,139.0,330.0
687,3022,36930,192100,1145,103,0.01,0.08,8041000103,000103,0.0,12.0,27.0,51.0,75.0,89.0,101.0,113.0,,,,,,,,,0.0
688,3041,34476,396100,1294,104,0.08,0.17,8041000104,000104,,,,,,,,,,,,,,,,,0.0
689,4286,34533,304400,1171,202,0.07,0.09,8041000202,000202,0.0,2.0,32.0,77.0,113.0,149.0,193.0,229.0,,0.0,27.0,63.0,99.0,135.0,179.0,215.0,444.0
690,4268,28941,249300,1081,203,0.04,0.24,8041000203,000203,0.0,12.0,24.0,36.0,41.0,,,,0.0,24.0,51.0,87.0,115.0,127.0,142.0,166.0,207.0
691,3419,30522,222900,941,301,0.07,0.31,8041000301,000301,0.0,52.0,122.0,220.0,334.0,419.0,506.0,582.0,0.0,16.0,24.0,51.0,87.0,123.0,159.0,190.0,772.0
692,4702,18439,19900,1051,302,0.11,0.3,8041000302,000302,8.0,80.0,180.0,303.0,416.0,522.0,633.0,739.0,0.0,,,,,11.0,23.0,34.0,773.0
693,2375,35571,251100,1099,400,0.08,0.06,8041000400,000400,0.0,48.0,108.0,165.0,213.0,268.0,318.0,372.0,0.0,57.0,185.0,362.0,557.0,777.0,1020.0,1274.0,1646.0
694,2083,35375,297600,1523,500,0.02,0.04,8041000500,000500,0.0,24.0,60.0,93.0,117.0,141.0,175.0,214.0,0.0,12.0,36.0,60.0,84.0,120.0,171.0,227.0,441.0
695,3083,36743,273500,1358,600,0.05,0.11,8041000600,000600,0.0,12.0,24.0,36.0,48.0,60.0,72.0,84.0,0.0,12.0,27.0,40.0,72.0,120.0,162.0,193.0,277.0
696,3352,26592,261600,1009,700,0.05,0.13,8041000700,000700,0.0,24.0,60.0,96.0,121.0,145.0,169.0,185.0,0.0,12.0,24.0,36.0,48.0,60.0,75.0,91.0,276.0
697,2972,37139,311500,1056,800,0.05,0.14,8041000800,000800,0.0,91.0,185.0,270.0,350.0,424.0,500.0,585.0,0.0,91.0,188.0,285.0,377.0,466.0,566.0,663.0,1248.0
698,2594,47270,393800,1378,900,0.06,0.09,8041000900,000900,,,,,,,,,,,,,,,,,0.0
699,2350,59103,651500,1239,1000,0.01,0.07,8041001000,001000,5.0,85.0,173.0,251.0,321.0,402.0,504.0,598.0,5.0,69.0,152.0,231.0,313.0,415.0,537.0,655.0,1253.0
700,1457,28079,253600,1023,1101,0.05,0.13,8041001101,001101,0.0,12.0,38.0,74.0,110.0,134.0,157.0,186.0,,,,,,,,,0.0
701,3085,30313,318300,1228,1104,0.07,0.19,8041001104,001104,12.0,64.0,112.0,139.0,147.0,159.0,171.0,178.0,,,,,,,,,0.0
702,1780,32500,294500,1130,1301,0.02,0.15,8041001301,001301,0.0,38.0,89.0,161.0,237.0,296.0,357.0,418.0,0.0,2.0,3.0,15.0,27.0,29.0,32.0,44.0,462.0
703,5516,36259,319600,1143,1302,0.06,0.1,8041001302,001302,0.0,12.0,42.0,78.0,114.0,162.0,188.0,207.0,0.0,12.0,42.0,78.0,114.0,162.0,188.0,207.0,414.0
704,3209,36505,270500,1166,1400,0.04,0.12,8041001400,001400,,0.0,27.0,63.0,99.0,129.0,153.0,177.0,,,,,,,,,0.0
705,2415,32179,240000,1337,1500,0.04,0.19,8041001500,001500,0.0,52.0,127.0,224.0,320.0,436.0,559.0,659.0,0.0,28.0,49.0,86.0,134.0,202.0,272.0,326.0,985.0
706,3261,17559,563200,956,1600,0.14,0.13,8041001600,001600,,,,,,,,,,,,,,,,,0.0
707,1900,32976,399300,1132,1700,0.06,0.18,8041001700,001700,,,,,,,,,,,,,,,,7.0,0.0
708,2010,51081,328000,1172,1800,0.02,0.08,8041001800,001800,0.0,24.0,48.0,72.0,96.0,120.0,144.0,166.0,0.0,36.0,75.0,116.0,176.0,232.0,283.0,339.0,505.0
709,2179,27049,236500,932,1901,0.04,0.15,8041001901,001901,0.0,12.0,27.0,51.0,75.0,99.0,123.0,147.0,,,3.0,15.0,27.0,39.0,51.0,76.0,223.0
710,2065,19837,150000,902,1902,0.14,0.31,8041001902,001902,,,,,,,,,,,,,,,,,0.0
711,6762,31372,257200,1004,2000,0.06,0.12,8041002000,002000,4.0,144.0,254.0,386.0,516.0,631.0,734.0,801.0,4.0,68.0,119.0,167.0,221.0,275.0,319.0,355.0,1156.0
712,3798,29025,204100,1199,2101,0.08,0.16,8041002101,002101,9.0,93.0,192.0,297.0,417.0,550.0,712.0,867.0,,,,,8.0,16.0,28.0,40.0,907.0
713,4838,23301,196800,1042,2102,0.08,0.16,8041002102,002102,5.0,87.0,222.0,388.0,554.0,696.0,814.0,923.0,0.0,26.0,74.0,158.0,242.0,324.0,378.0,445.0,1368.0
