,tract,year,rec,med,dispensary_status,match_id
1298,8031000102,2016,34.0,72.0,1.0,55.0
1299,8031000102,2017,47.0,108.0,1.0,55.0
1300,8031000102,2018,71.0,139.0,1.0,55.0
1301,8031000102,2019,95.0,163.0,1.0,55.0
1302,8031000102,2020,119.0,179.0,1.0,55.0
1303,8031000102,2021,139.0,191.0,1.0,55.0
1304,8031000201,2014,0.0,0.0,1.0,56.0
1305,8031000201,2015,0.0,0.0,1.0,56.0
1306,8031000201,2016,0.0,0.0,1.0,56.0
1307,8031000201,2017,0.0,0.0,1.0,56.0
1308,8031000201,2018,0.0,0.0,1.0,56.0
1309,8031000201,2019,0.0,0.0,1.0,56.0
1310,8031000201,2020,0.0,0.0,1.0,56.0
1311,8031000201,2021,3.0,0.0,1.0,56.0
1312,8031000202,2014,0.0,0.0,1.0,57.0
1313,8031000202,2015,0.0,2.0,1.0,57.0
1314,8031000202,2016,27.0,32.0,1.0,57.0
1315,8031000202,2017,63.0,77.0,1.0,57.0
1316,8031000202,2018,99.0,113.0,1.0,57.0
1317,8031000202,2019,135.0,149.0,1.0,57.0
1318,8031000202,2020,179.0,193.0,1.0,57.0
1319,8031000202,2021,215.0,229.0,1.0,57.0
1320,8031000301,2014,0.0,0.0,1.0,58.0
1321,8031000301,2015,16.0,52.0,1.0,58.0
1322,8031000301,2016,24.0,122.0,1.0,58.0
1323,8031000301,2017,51.0,220.0,1.0,58.0
1324,8031000301,2018,87.0,334.0,1.0,58.0
1325,8031000301,2019,123.0,419.0,1.0,58.0
1326,8031000301,2020,159.0,506.0,1.0,58.0
1327,8031000301,2021,190.0,582.0,1.0,58.0
1328,8031000302,2014,0.0,8.0,1.0,59.0
1329,8031000302,2015,0.0,80.0,1.0,59.0
1330,8031000302,2016,0.0,180.0,1.0,59.0
1331,8031000302,2017,0.0,303.0,1.0,59.0
1332,8031000302,2018,0.0,416.0,1.0,59.0
1333,8031000302,2019,11.0,522.0,1.0,59.0
1334,8031000302,2020,23.0,633.0,1.0,59.0
1335,8031000302,2021,34.0,739.0,1.0,59.0
1336,8031000303,2014,0.0,0.0,1.0,60.0
1337,8031000303,2015,12.0,12.0,1.0,60.0
1338,8031000303,2016,24.0,24.0,1.0,60.0
1339,8031000303,2017,36.0,36.0,1.0,60.0
1340,8031000303,2018,48.0,48.0,1.0,60.0
1341,8031000303,2019,60.0,60.0,1.0,60.0
1342,8031000303,2020,72.0,72.0,1.0,60.0
1343,8031000303,2021,81.0,81.0,1.0,60.0
1344,8031000401,2014,0.0,0.0,1.0,61.0
1345,8031000401,2015,36.0,36.0,1.0,61.0
1346,8031000401,2016,77.0,80.0,1.0,61.0
1347,8031000401,2017,128.0,131.0,1.0,61.0
1348,8031000401,2018,176.0,179.0,1.0,61.0
1349,8031000401,2019,224.0,227.0,1.0,61.0
1350,8031000401,2020,272.0,275.0,1.0,61.0
1351,8031000401,2021,309.0,312.0,1.0,61.0
1352,8031000403,2014,0.0,4.0,1.0,62.0
1353,8031000403,2015,4.0,12.0,1.0,62.0
1354,8031000403,2016,7.0,15.0,1.0,62.0
1355,8031000403,2017,19.0,27.0,1.0,62.0
1356,8031000403,2018,31.0,39.0,1.0,62.0
1357,8031000403,2019,43.0,51.0,1.0,62.0
1358,8031000403,2020,55.0,63.0,1.0,62.0
1359,8031000403,2021,67.0,75.0,1.0,62.0
1360,8031000404,2014,0.0,0.0,1.0,63.0
1361,8031000404,2015,24.0,24.0,1.0,63.0
1362,8031000404,2016,75.0,75.0,1.0,63.0
1363,8031000404,2017,130.0,136.0,1.0,63.0
1364,8031000404,2018,202.0,209.0,1.0,63.0
1365,8031000404,2019,263.0,265.0,1.0,63.0
1366,8031000404,2020,339.0,327.0,1.0,63.0
1367,8031000404,2021,419.0,390.0,1.0,63.0
1368,8031000503,2014,0.0,0.0,1.0,64.0
1369,8031000503,2015,12.0,12.0,1.0,64.0
1370,8031000503,2016,24.0,24.0,1.0,64.0
1371,8031000503,2017,36.0,36.0,1.0,64.0
1372,8031000503,2018,48.0,48.0,1.0,64.0
1373,8031000503,2019,60.0,60.0,1.0,64.0
1374,8031000503,2020,72.0,72.0,1.0,64.0
1375,8031000503,2021,84.0,84.0,1.0,64.0
1376,8031000504,2014,0.0,0.0,1.0,65.0
1377,8031000504,2015,12.0,12.0,1.0,65.0
1378,8031000504,2016,24.0,24.0,1.0,65.0
1379,8031000504,2017,36.0,36.0,1.0,65.0
1380,8031000504,2018,48.0,48.0,1.0,65.0
1381,8031000504,2019,60.0,60.0,1.0,65.0
1382,8031000504,2020,72.0,72.0,1.0,65.0
1383,8031000504,2021,73.0,73.0,1.0,65.0
1384,8031000600,2014,0.0,0.0,1.0,66.0
1385,8031000600,2015,12.0,12.0,1.0,66.0
1386,8031000600,2016,27.0,24.0,1.0,66.0
1387,8031000600,2017,40.0,36.0,1.0,66.0
1388,8031000600,2018,72.0,48.0,1.0,66.0
1389,8031000600,2019,120.0,60.0,1.0,66.0
1390,8031000600,2020,162.0,72.0,1.0,66.0
1391,8031000600,2021,193.0,84.0,1.0,66.0
1392,8031000703,2014,0.0,0.0,1.0,67.0
1393,8031000703,2015,1.0,0.0,1.0,67.0
1394,8031000703,2016,13.0,13.0,1.0,67.0
1395,8031000703,2017,25.0,37.0,1.0,67.0
1396,8031000703,2018,37.0,61.0,1.0,67.0
1397,8031000703,2019,49.0,85.0,1.0,67.0
1398,8031000703,2020,61.0,109.0,1.0,67.0
1399,8031000703,2021,73.0,130.0,1.0,67.0
1400,8031000705,2014,0.0,0.0,1.0,68.0
1401,8031000705,2015,12.0,12.0,1.0,68.0
1402,8031000705,2016,24.0,24.0,1.0,68.0
1403,8031000705,2017,36.0,36.0,1.0,68.0
1404,8031000705,2018,56.0,56.0,1.0,68.0
1405,8031000705,2019,74.0,74.0,1.0,68.0
1406,8031000705,2020,86.0,86.0,1.0,68.0
1407,8031000705,2021,98.0,98.0,1.0,68.0
1408,8031000800,2014,0.0,0.0,1.0,69.0
1409,8031000800,2015,91.0,91.0,1.0,69.0
1410,8031000800,2016,188.0,185.0,1.0,69.0
1411,8031000800,2017,285.0,270.0,1.0,69.0
1412,8031000800,2018,377.0,350.0,1.0,69.0
1413,8031000800,2019,466.0,424.0,1.0,69.0
1414,8031000800,2020,566.0,500.0,1.0,69.0
1415,8031000800,2021,663.0,585.0,1.0,69.0
1416,8031000902,2014,0.0,0.0,1.0,70.0
1417,8031000902,2015,0.0,0.0,1.0,70.0
1418,8031000902,2016,0.0,0.0,1.0,70.0
1419,8031000902,2017,0.0,0.0,1.0,70.0
1420,8031000902,2018,0.0,0.0,1.0,70.0
1421,8031000902,2019,0.0,0.0,1.0,70.0
1422,8031000902,2020,7.0,7.0,1.0,70.0
1423,8031000902,2021,9.0,9.0,1.0,70.0
1424,8031000903,2014,5.0,13.0,1.0,71.0
1425,8031000903,2015,53.0,61.0,1.0,71.0
1426,8031000903,2016,101.0,109.0,1.0,71.0
1427,8031000903,2017,142.0,150.0,1.0,71.0
1428,8031000903,2018,178.0,186.0,1.0,71.0
1429,8031000903,2019,214.0,222.0,1.0,71.0
1430,8031000903,2020,244.0,252.0,1.0,71.0
1431,8031000903,2021,249.0,0.0,1.0,71.0
1432,8031000904,2014,0.0,0.0,1.0,72.0
1433,8031000904,2015,12.0,12.0,1.0,72.0
1434,8031000904,2016,24.0,24.0,1.0,72.0
1435,8031000904,2017,36.0,36.0,1.0,72.0
1436,8031000904,2018,48.0,48.0,1.0,72.0
1437,8031000904,2019,60.0,60.0,1.0,72.0
1438,8031000904,2020,72.0,72.0,1.0,72.0
1439,8031000904,2021,84.0,84.0,1.0,72.0
1440,8031001000,2014,5.0,5.0,1.0,73.0
1441,8031001000,2015,69.0,85.0,1.0,73.0
1442,8031001000,2016,152.0,173.0,1.0,73.0
1443,8031001000,2017,231.0,251.0,1.0,73.0
1444,8031001000,2018,313.0,321.0,1.0,73.0
1445,8031001000,2019,415.0,402.0,1.0,73.0
1446,8031001000,2020,537.0,504.0,1.0,73.0
1447,8031001000,2021,655.0,598.0,1.0,73.0
1448,8031001102,2014,0.0,0.0,1.0,74.0
1449,8031001102,2015,12.0,12.0,1.0,74.0
1450,8031001102,2016,24.0,24.0,1.0,74.0
1451,8031001102,2017,36.0,36.0,1.0,74.0
1452,8031001102,2018,48.0,48.0,1.0,74.0
1453,8031001102,2019,60.0,60.0,1.0,74.0
1454,8031001102,2020,72.0,72.0,1.0,74.0
1455,8031001102,2021,88.0,78.0,1.0,74.0
1456,8031001301,2014,0.0,0.0,1.0,75.0
1457,8031001301,2015,2.0,38.0,1.0,75.0
1458,8031001301,2016,3.0,89.0,1.0,75.0
1459,8031001301,2017,15.0,161.0,1.0,75.0
1460,8031001301,2018,27.0,237.0,1.0,75.0
1461,8031001301,2019,29.0,296.0,1.0,75.0
1462,8031001301,2020,32.0,357.0,1.0,75.0
1463,8031001301,2021,44.0,418.0,1.0,75.0
1464,8031001302,2014,0.0,0.0,1.0,76.0
1465,8031001302,2015,12.0,12.0,1.0,76.0
1466,8031001302,2016,42.0,42.0,1.0,76.0
1467,8031001302,2017,78.0,78.0,1.0,76.0
1468,8031001302,2018,114.0,114.0,1.0,76.0
1469,8031001302,2019,162.0,162.0,1.0,76.0
1470,8031001302,2020,188.0,188.0,1.0,76.0
1471,8031001302,2021,207.0,207.0,1.0,76.0
1472,8031001401,2014,0.0,0.0,1.0,77.0
1473,8031001401,2015,24.0,24.0,1.0,77.0
1474,8031001401,2016,60.0,72.0,1.0,77.0
1475,8031001401,2017,96.0,120.0,1.0,77.0
1476,8031001401,2018,132.0,159.0,1.0,77.0
1477,8031001401,2019,173.0,200.0,1.0,77.0
1478,8031001401,2020,213.0,240.0,1.0,77.0
1479,8031001401,2021,247.0,274.0,1.0,77.0
1480,8031001403,2014,8.0,25.0,1.0,78.0
1481,8031001403,2015,82.0,157.0,1.0,78.0
1482,8031001403,2016,197.0,332.0,1.0,78.0
1483,8031001403,2017,320.0,516.0,1.0,78.0
1484,8031001403,2018,443.0,683.0,1.0,78.0
1485,8031001403,2019,569.0,814.0,1.0,78.0
1486,8031001403,2020,708.0,968.0,1.0,78.0
1487,8031001403,2021,837.0,1117.0,1.0,78.0
1488,8031001500,2014,0.0,0.0,1.0,79.0
1489,8031001500,2015,28.0,52.0,1.0,79.0
1490,8031001500,2016,49.0,127.0,1.0,79.0
1491,8031001500,2017,86.0,224.0,1.0,79.0
1492,8031001500,2018,134.0,320.0,1.0,79.0
1493,8031001500,2019,202.0,436.0,1.0,79.0
1494,8031001500,2020,272.0,559.0,1.0,79.0
1495,8031001500,2021,326.0,659.0,1.0,79.0
1496,8031001601,2014,0.0,0.0,1.0,80.0
1497,8031001601,2015,24.0,28.0,1.0,80.0
1498,8031001601,2016,51.0,52.0,1.0,80.0
1499,8031001601,2017,87.0,76.0,1.0,80.0
1500,8031001601,2018,121.0,98.0,1.0,80.0
1501,8031001601,2019,150.0,115.0,1.0,80.0
1502,8031001601,2020,190.0,151.0,1.0,80.0
1503,8031001601,2021,234.0,184.0,1.0,80.0
1504,8031001603,2014,5.0,9.0,1.0,81.0
1505,8031001603,2015,56.0,51.0,1.0,81.0
1506,8031001603,2016,125.0,111.0,1.0,81.0
1507,8031001603,2017,205.0,177.0,1.0,81.0
1508,8031001603,2018,281.0,229.0,1.0,81.0
1509,8031001603,2019,354.0,267.0,1.0,81.0
1510,8031001603,2020,423.0,312.0,1.0,81.0
1511,8031001603,2021,494.0,372.0,1.0,81.0
1512,8031001704,2014,0.0,0.0,1.0,82.0
1513,8031001704,2015,24.0,24.0,1.0,82.0
1514,8031001704,2016,48.0,48.0,1.0,82.0
1515,8031001704,2017,69.0,69.0,1.0,82.0
1516,8031001704,2018,81.0,81.0,1.0,82.0
1517,8031001704,2019,106.0,106.0,1.0,82.0
1518,8031001704,2020,142.0,142.0,1.0,82.0
1519,8031001704,2021,181.0,178.0,1.0,82.0
1520,8031001705,2014,0.0,0.0,1.0,83.0
1521,8031001705,2015,0.0,0.0,1.0,83.0
1522,8031001705,2016,3.0,3.0,1.0,83.0
1523,8031001705,2017,15.0,15.0,1.0,83.0
1524,8031001705,2018,27.0,27.0,1.0,83.0
1525,8031001705,2019,39.0,39.0,1.0,83.0
1526,8031001705,2020,51.0,51.0,1.0,83.0
1527,8031001705,2021,62.0,62.0,1.0,83.0
1528,8031001706,2014,0.0,0.0,1.0,84.0
1529,8031001706,2015,12.0,0.0,1.0,84.0
1530,8031001706,2016,24.0,0.0,1.0,84.0
1531,8031001706,2017,39.0,0.0,1.0,84.0
1532,8031001706,2018,63.0,0.0,1.0,84.0
1533,8031001706,2019,87.0,0.0,1.0,84.0
1534,8031001706,2020,111.0,0.0,1.0,84.0
1535,8031001706,2021,133.0,0.0,1.0,84.0
1536,8031001800,2014,0.0,0.0,1.0,85.0
1537,8031001800,2015,36.0,24.0,1.0,85.0
1538,8031001800,2016,75.0,48.0,1.0,85.0
1539,8031001800,2017,116.0,72.0,1.0,85.0
1540,8031001800,2018,176.0,96.0,1.0,85.0
1541,8031001800,2019,232.0,120.0,1.0,85.0
1542,8031001800,2020,283.0,144.0,1.0,85.0
1543,8031001800,2021,339.0,166.0,1.0,85.0
1544,8031001901,2014,0.0,0.0,1.0,86.0
1545,8031001901,2015,0.0,12.0,1.0,86.0
1546,8031001901,2016,3.0,27.0,1.0,86.0
1547,8031001901,2017,15.0,51.0,1.0,86.0
1548,8031001901,2018,27.0,75.0,1.0,86.0
1549,8031001901,2019,39.0,99.0,1.0,86.0
1550,8031001901,2020,51.0,123.0,1.0,86.0
1551,8031001901,2021,76.0,147.0,1.0,86.0
1552,8031002000,2014,4.0,4.0,1.0,87.0
1553,8031002000,2015,68.0,144.0,1.0,87.0
1554,8031002000,2016,119.0,254.0,1.0,87.0
1555,8031002000,2017,167.0,386.0,1.0,87.0
1556,8031002000,2018,221.0,516.0,1.0,87.0
1557,8031002000,2019,275.0,631.0,1.0,87.0
1558,8031002000,2020,319.0,734.0,1.0,87.0
1559,8031002000,2021,355.0,801.0,1.0,87.0
1560,8031002101,2014,0.0,9.0,1.0,88.0
1561,8031002101,2015,0.0,93.0,1.0,88.0
1562,8031002101,2016,0.0,192.0,1.0,88.0
1563,8031002101,2017,0.0,297.0,1.0,88.0
1564,8031002101,2018,8.0,417.0,1.0,88.0
1565,8031002101,2019,16.0,550.0,1.0,88.0
1566,8031002101,2020,28.0,712.0,1.0,88.0
1567,8031002101,2021,40.0,867.0,1.0,88.0
1568,8031002102,2014,0.0,5.0,1.0,89.0
1569,8031002102,2015,26.0,87.0,1.0,89.0
1570,8031002102,2016,74.0,222.0,1.0,89.0
1571,8031002102,2017,158.0,388.0,1.0,89.0
1572,8031002102,2018,242.0,554.0,1.0,89.0
1573,8031002102,2019,324.0,696.0,1.0,89.0
1574,8031002102,2020,378.0,814.0,1.0,89.0
1575,8031002102,2021,445.0,923.0,1.0,89.0
1576,8031002300,2014,0.0,9.0,1.0,90.0
1577,8031002300,2015,2.0,47.0,1.0,90.0
1578,8031002300,2016,0.0,98.0,1.0,90.0
1579,8031002300,2017,0.0,173.0,1.0,90.0
1580,8031002300,2018,0.0,271.0,1.0,90.0
1581,8031002300,2019,0.0,369.0,1.0,90.0
1582,8031002300,2020,0.0,477.0,1.0,90.0
1583,8031002300,2021,0.0,556.0,1.0,90.0
1584,8031002402,2014,0.0,0.0,0.0,50.0
1585,8031002402,2015,0.0,24.0,0.0,50.0
1586,8031002402,2016,0.0,51.0,0.0,50.0
1587,8031002402,2017,0.0,78.0,0.0,50.0
1588,8031002402,2018,0.0,98.0,0.0,50.0
1589,8031002402,2019,0.0,122.0,0.0,50.0
1590,8031002402,2020,0.0,146.0,0.0,50.0
1591,8031002402,2021,0.0,164.0,0.0,50.0
1592,8031002402,2014,0.0,0.0,0.0,242.0
1593,8031002402,2015,0.0,24.0,0.0,242.0
1594,8031002402,2016,0.0,51.0,0.0,242.0
1595,8031002402,2017,0.0,78.0,0.0,242.0
1596,8031002402,2018,0.0,98.0,0.0,242.0
1597,8031002402,2019,0.0,122.0,0.0,242.0
1598,8031002402,2020,0.0,146.0,0.0,242.0
1599,8031002402,2021,0.0,164.0,0.0,242.0
1600,8031002402,2014,0.0,0.0,0.0,312.0
1601,8031002402,2015,0.0,24.0,0.0,312.0
1602,8031002402,2016,0.0,51.0,0.0,312.0
1603,8031002402,2017,0.0,78.0,0.0,312.0
1604,8031002402,2018,0.0,98.0,0.0,312.0
1605,8031002402,2019,0.0,122.0,0.0,312.0
1606,8031002402,2020,0.0,146.0,0.0,312.0
1607,8031002402,2021,0.0,164.0,0.0,312.0
1608,8031002404,2014,0.0,0.0,1.0,91.0
1609,8031002404,2015,12.0,12.0,1.0,91.0
1610,8031002404,2016,24.0,24.0,1.0,91.0
1611,8031002404,2017,36.0,36.0,1.0,91.0
1612,8031002404,2018,48.0,48.0,1.0,91.0
1613,8031002404,2019,60.0,60.0,1.0,91.0
1614,8031002404,2020,72.0,72.0,1.0,91.0
1615,8031002404,2021,84.0,84.0,1.0,91.0
1616,8031002405,2014,0.0,0.0,1.0,92.0
1617,8031002405,2015,0.0,0.0,1.0,92.0
1618,8031002405,2016,0.0,0.0,1.0,92.0
1619,8031002405,2017,0.0,0.0,1.0,92.0
1620,8031002405,2018,0.0,0.0,1.0,92.0
1621,8031002405,2019,0.0,0.0,1.0,92.0
1622,8031002405,2020,0.0,0.0,1.0,92.0
1623,8031002405,2021,10.0,10.0,1.0,92.0
1624,8031002602,2014,1.0,1.0,1.0,93.0
1625,8031002602,2015,2.0,2.0,1.0,93.0
1626,8031002602,2016,5.0,5.0,1.0,93.0
1627,8031002602,2017,20.0,20.0,1.0,93.0
1628,8031002602,2018,52.0,52.0,1.0,93.0
1629,8031002602,2019,70.0,70.0,1.0,93.0
1630,8031002602,2020,82.0,82.0,1.0,93.0
1631,8031002602,2021,94.0,94.0,1.0,93.0
1632,8031002704,2014,8.0,8.0,1.0,94.0
1633,8031002704,2015,20.0,20.0,1.0,94.0
1634,8031002704,2016,32.0,32.0,1.0,94.0
1635,8031002704,2017,44.0,44.0,1.0,94.0
1636,8031002704,2018,56.0,56.0,1.0,94.0
1637,8031002704,2019,69.0,68.0,1.0,94.0
1638,8031002704,2020,93.0,80.0,1.0,94.0
1639,8031002704,2021,111.0,92.0,1.0,94.0
1640,8031002705,2014,0.0,0.0,0.0,251.0
1641,8031002705,2015,0.0,0.0,0.0,251.0
1642,8031002705,2016,0.0,0.0,0.0,251.0
1643,8031002705,2017,0.0,0.0,0.0,251.0
1644,8031002705,2018,0.0,0.0,0.0,251.0
1645,8031002705,2019,0.0,0.0,0.0,251.0
1646,8031002705,2020,0.0,0.0,0.0,251.0
1647,8031002705,2021,0.0,0.0,0.0,251.0
1648,8031002706,2014,11.0,11.0,1.0,95.0
1649,8031002706,2015,63.0,59.0,1.0,95.0
1650,8031002706,2016,111.0,107.0,1.0,95.0
1651,8031002706,2017,159.0,155.0,1.0,95.0
1652,8031002706,2018,207.0,203.0,1.0,95.0
1653,8031002706,2019,255.0,251.0,1.0,95.0
1654,8031002706,2020,308.0,299.0,1.0,95.0
1655,8031002706,2021,353.0,341.0,1.0,95.0
1656,8031002709,2014,0.0,0.0,0.0,13.0
1657,8031002709,2015,0.0,0.0,0.0,13.0
1658,8031002709,2016,0.0,0.0,0.0,13.0
1659,8031002709,2017,0.0,0.0,0.0,13.0
1660,8031002709,2018,0.0,0.0,0.0,13.0
1661,8031002709,2019,0.0,0.0,0.0,13.0
1662,8031002709,2020,0.0,0.0,0.0,13.0
1663,8031002709,2021,0.0,0.0,0.0,13.0
1664,8031002801,2014,0.0,0.0,1.0,96.0
1665,8031002801,2015,15.0,15.0,1.0,96.0
1666,8031002801,2016,39.0,39.0,1.0,96.0
1667,8031002801,2017,63.0,75.0,1.0,96.0
1668,8031002801,2018,85.0,109.0,1.0,96.0
1669,8031002801,2019,98.0,134.0,1.0,96.0
1670,8031002801,2020,111.0,159.0,1.0,96.0
1671,8031002801,2021,132.0,191.0,1.0,96.0
1672,8031002802,2014,0.0,0.0,1.0,97.0
1673,8031002802,2015,12.0,36.0,1.0,97.0
1674,8031002802,2016,48.0,84.0,1.0,97.0
1675,8031002802,2017,84.0,144.0,1.0,97.0
1676,8031002802,2018,120.0,208.0,1.0,97.0
1677,8031002802,2019,156.0,280.0,1.0,97.0
1678,8031002802,2020,184.0,340.0,1.0,97.0
1679,8031002802,2021,214.0,397.0,1.0,97.0
1680,8031002804,2014,0.0,0.0,1.0,98.0
1681,8031002804,2015,0.0,0.0,1.0,98.0
1682,8031002804,2016,0.0,0.0,1.0,98.0
1683,8031002804,2017,0.0,0.0,1.0,98.0
1684,8031002804,2018,4.0,4.0,1.0,98.0
1685,8031002804,2019,18.0,16.0,1.0,98.0
1686,8031002804,2020,42.0,28.0,1.0,98.0
1687,8031002804,2021,56.0,31.0,1.0,98.0
1688,8031002901,2014,0.0,0.0,1.0,99.0
1689,8031002901,2015,50.0,64.0,1.0,99.0
1690,8031002901,2016,113.0,151.0,1.0,99.0
1691,8031002901,2017,185.0,243.0,1.0,99.0
1692,8031002901,2018,257.0,333.0,1.0,99.0
1693,8031002901,2019,329.0,422.0,1.0,99.0
1694,8031002901,2020,392.0,488.0,1.0,99.0
1695,8031002901,2021,440.0,536.0,1.0,99.0
1696,8031003002,2014,0.0,0.0,1.0,100.0
1697,8031003002,2015,14.0,14.0,1.0,100.0
1698,8031003002,2016,41.0,41.0,1.0,100.0
1699,8031003002,2017,89.0,89.0,1.0,100.0
1700,8031003002,2018,133.0,133.0,1.0,100.0
1701,8031003002,2019,175.0,164.0,1.0,100.0
1702,8031003002,2020,214.0,176.0,1.0,100.0
1703,8031003002,2021,270.0,196.0,1.0,100.0
1704,8031003004,2014,0.0,0.0,1.0,101.0
1705,8031003004,2015,12.0,12.0,1.0,101.0
1706,8031003004,2016,24.0,24.0,1.0,101.0
1707,8031003004,2017,36.0,36.0,1.0,101.0
1708,8031003004,2018,48.0,48.0,1.0,101.0
1709,8031003004,2019,60.0,60.0,1.0,101.0
1710,8031003004,2020,72.0,72.0,1.0,101.0
1711,8031003004,2021,84.0,84.0,1.0,101.0
1712,8031003005,2014,0.0,0.0,1.0,102.0
1713,8031003005,2015,12.0,12.0,1.0,102.0
1714,8031003005,2016,27.0,27.0,1.0,102.0
1715,8031003005,2017,54.0,54.0,1.0,102.0
1716,8031003005,2018,80.0,80.0,1.0,102.0
1717,8031003005,2019,92.0,92.0,1.0,102.0
1718,8031003005,2020,104.0,104.0,1.0,102.0
1719,8031003005,2021,116.0,116.0,1.0,102.0
1720,8031003006,2014,0.0,0.0,1.0,103.0
1721,8031003006,2015,36.0,36.0,1.0,103.0
1722,8031003006,2016,84.0,84.0,1.0,103.0
1723,8031003006,2017,131.0,131.0,1.0,103.0
1724,8031003006,2018,175.0,175.0,1.0,103.0
1725,8031003006,2019,219.0,219.0,1.0,103.0
1726,8031003006,2020,255.0,258.0,1.0,103.0
1727,8031003006,2021,291.0,302.0,1.0,103.0
1728,8031003102,2014,0.0,0.0,1.0,104.0
1729,8031003102,2015,12.0,12.0,1.0,104.0
1730,8031003102,2016,24.0,24.0,1.0,104.0
1731,8031003102,2017,36.0,36.0,1.0,104.0
1732,8031003102,2018,48.0,48.0,1.0,104.0
1733,8031003102,2019,60.0,60.0,1.0,104.0
1734,8031003102,2020,72.0,72.0,1.0,104.0
1735,8031003102,2021,84.0,84.0,1.0,104.0
1736,8031003202,2014,0.0,0.0,1.0,105.0
1737,8031003202,2015,12.0,12.0,1.0,105.0
1738,8031003202,2016,24.0,27.0,1.0,105.0
1739,8031003202,2017,36.0,51.0,1.0,105.0
1740,8031003202,2018,48.0,75.0,1.0,105.0
1741,8031003202,2019,65.0,99.0,1.0,105.0
1742,8031003202,2020,77.0,123.0,1.0,105.0
1743,8031003202,2021,89.0,147.0,1.0,105.0
1744,8031003203,2014,0.0,0.0,0.0,280.0
1745,8031003203,2015,0.0,0.0,0.0,280.0
1746,8031003203,2016,0.0,0.0,0.0,280.0
1747,8031003203,2017,0.0,0.0,0.0,280.0
1748,8031003203,2018,0.0,0.0,0.0,280.0
1749,8031003203,2019,0.0,0.0,0.0,280.0
1750,8031003203,2020,0.0,0.0,0.0,280.0
1751,8031003203,2021,0.0,0.0,0.0,280.0
1752,8031003204,2014,0.0,0.0,1.0,106.0
1753,8031003204,2015,12.0,12.0,1.0,106.0
1754,8031003204,2016,36.0,36.0,1.0,106.0
1755,8031003204,2017,60.0,60.0,1.0,106.0
1756,8031003204,2018,84.0,84.0,1.0,106.0
1757,8031003204,2019,108.0,108.0,1.0,106.0
1758,8031003204,2020,132.0,135.0,1.0,106.0
1759,8031003204,2021,149.0,163.0,1.0,106.0
1760,8031003402,2014,0.0,0.0,1.0,107.0
1761,8031003402,2015,0.0,12.0,1.0,107.0
1762,8031003402,2016,0.0,24.0,1.0,107.0
1763,8031003402,2017,0.0,36.0,1.0,107.0
1764,8031003402,2018,0.0,41.0,1.0,107.0
1765,8031003402,2019,0.0,0.0,1.0,107.0
1766,8031003402,2020,8.0,0.0,1.0,107.0
1767,8031003402,2021,0.0,0.0,1.0,107.0
1768,8031003501,2014,4.0,4.0,1.0,108.0
1769,8031003501,2015,80.0,80.0,1.0,108.0
1770,8031003501,2016,179.0,164.0,1.0,108.0
1771,8031003501,2017,270.0,243.0,1.0,108.0
1772,8031003501,2018,378.0,339.0,1.0,108.0
1773,8031003501,2019,467.0,417.0,1.0,108.0
1774,8031003501,2020,539.0,489.0,1.0,108.0
1775,8031003501,2021,591.0,541.0,1.0,108.0
1776,8031003502,2014,0.0,0.0,1.0,109.0
1777,8031003502,2015,12.0,12.0,1.0,109.0
1778,8031003502,2016,24.0,36.0,1.0,109.0
1779,8031003502,2017,36.0,60.0,1.0,109.0
1780,8031003502,2018,52.0,84.0,1.0,109.0
1781,8031003502,2019,76.0,108.0,1.0,109.0
1782,8031003502,2020,91.0,120.0,1.0,109.0
1783,8031003502,2021,117.0,129.0,1.0,109.0
1784,8031003601,2014,0.0,0.0,1.0,110.0
1785,8031003601,2015,38.0,38.0,1.0,110.0
1786,8031003601,2016,83.0,83.0,1.0,110.0
1787,8031003601,2017,112.0,112.0,1.0,110.0
1788,8031003601,2018,160.0,160.0,1.0,110.0
1789,8031003601,2019,200.0,200.0,1.0,110.0
1790,8031003601,2020,236.0,236.0,1.0,110.0
1791,8031003601,2021,272.0,272.0,1.0,110.0
1792,8031003602,2014,0.0,0.0,0.0,40.0
1793,8031003602,2015,0.0,0.0,0.0,40.0
1794,8031003602,2016,0.0,0.0,0.0,40.0
1795,8031003602,2017,0.0,0.0,0.0,40.0
1796,8031003602,2018,0.0,0.0,0.0,40.0
1797,8031003602,2019,0.0,0.0,0.0,40.0
1798,8031003602,2020,0.0,0.0,0.0,40.0
1799,8031003602,2021,0.0,0.0,0.0,40.0
1800,8031003603,2014,0.0,0.0,0.0,93.0
1801,8031003603,2015,0.0,0.0,0.0,93.0
1802,8031003603,2016,0.0,0.0,0.0,93.0
1803,8031003603,2017,0.0,0.0,0.0,93.0
1804,8031003603,2018,0.0,0.0,0.0,93.0
1805,8031003603,2019,0.0,0.0,0.0,93.0
1806,8031003603,2020,0.0,0.0,0.0,93.0
1807,8031003603,2021,0.0,0.0,0.0,93.0
1808,8031003603,2014,0.0,0.0,0.0,109.0
1809,8031003603,2015,0.0,0.0,0.0,109.0
1810,8031003603,2016,0.0,0.0,0.0,109.0
1811,8031003603,2017,0.0,0.0,0.0,109.0
1812,8031003603,2018,0.0,0.0,0.0,109.0
1813,8031003603,2019,0.0,0.0,0.0,109.0
1814,8031003603,2020,0.0,0.0,0.0,109.0
