,population,income,house_value,rent,unemployment,poverty,dispensary_status,scores,match_id,record_id
0,4027,22984,325000,1062,0.08,0.3,0,0.7918996044627764,180,0
1261,2390,36447,-666666666,1779,0.16,0.18,1,0.7909508838271369,180,1261
308,1328,55000,438000,1335,0.02,0.11,0,0.6197212537566598,181,308
1262,1426,34625,-666666666,1779,0.02,0.05,1,0.6197976081489461,181,1262
1263,5804,32440,265300,1384,0.13,0.09,1,0.4167836931406426,182,1263
192,5174,38639,342900,2327,0.1,0.08,0,0.41677636915306127,182,192
1264,4148,30874,308100,1168,0.04,0.06,1,0.4183277356377408,183,1264
1044,4820,39258,309800,1474,0.06,0.08,0,0.4182365711688032,183,1044
1265,4854,30303,230100,1023,0.08,0.12,1,0.495188755759684,184,1265
336,1759,47619,640400,2178,0.07,0.03,0,0.4949921849117599,184,336
1266,3569,31034,180300,1153,0.09,0.12,1,0.5657659352264174,185,1266
675,3229,26793,170400,859,0.04,0.12,0,0.5657725639984426,185,675
349,4180,25370,210800,763,0.06,0.14,0,0.5578573464816714,186,349
1267,2661,53398,457400,858,0.07,0.1,1,0.5575472778329141,186,1267
1269,4190,41011,464500,1359,0.06,0.07,1,0.4334314136921346,187,1269
604,3650,34788,275300,1582,0.06,0.05,0,0.4334242054717054,187,604
1270,3070,35954,423300,1097,0.05,0.11,1,0.5559547390855498,188,1270
999,2071,29028,381400,1408,0.03,0.08,0,0.5557519601089116,188,999
1271,5802,35716,591400,1551,0.04,0.1,1,0.3943358415994724,189,1271
766,3578,39719,408200,1310,0.04,0.03,0,0.39429024642090527,189,766
1272,2376,43197,369400,-666666666,0.04,0.02,1,0.302202952707217,190,1272
140,5255,73202,500200,2155,0.02,0.04,0,0.3020783824034918,190,140
1273,3861,56775,418500,1228,0.03,0.03,1,0.36559859316108523,191,1273
792,3757,46774,582500,1339,0.04,0.02,0,0.3656287994327908,191,792
332,1243,48450,-666666666,1861,0.01,0.07,0,0.6456391383746994,192,332
1274,3858,36193,319100,794,0.1,0.18,1,0.6448219398551196,192,1274
1275,1587,25083,333100,1363,0.03,0.18,1,0.7281717978582622,193,1275
1037,1656,26429,327700,1574,0.0,0.19,0,0.7273835063278424,193,1037
1276,3500,36815,519500,973,0.03,0.08,1,0.4759371917315043,194,1276
868,3825,41783,426300,1749,0.04,0.09,0,0.47598610817548725,194,868
1277,4570,43211,667100,1333,0.03,0.05,1,0.36973014869757337,195,1277
276,4500,54729,723600,1793,0.04,0.05,0,0.3697765910880252,195,276
1278,3216,22048,106700,638,0.1,0.24,1,0.7606866080652892,196,1278
944,1994,27958,271400,429,0.11,0.2,0,0.7601343252889617,196,944
606,1475,32292,110900,-666666666,0.03,0.1,0,0.47040267591024537,197,606
1279,5787,36237,328700,1361,0.07,0.14,1,0.4707745914952248,197,1279
594,2092,40084,301600,1432,0.05,0.04,0,0.4906767822378242,198,594
1280,5843,38330,370800,1451,0.05,0.16,1,0.4906979317312039,198,1280
1281,2905,41797,323700,1561,0.03,0.13,1,0.5843959791420077,199,1281
981,2592,48140,313700,1671,0.0,0.13,0,0.5840587353229484,199,981
1282,2920,64694,604500,2640,0.04,0.02,1,0.39570030014933655,200,1282
1073,3470,52400,489700,1943,0.01,0.04,0,0.3952235515248305,200,1073
1283,3643,45383,429000,1126,0.02,0.06,1,0.4265021900100569,201,1283
849,5541,30909,355700,1372,0.04,0.11,0,0.4264994639622117,201,849
1284,2507,60652,576000,1384,0.04,0.06,1,0.48351009850857146,202,1284
85,6547,30493,299600,1361,0.07,0.17,0,0.48365554872056143,202,85
1285,2469,41491,417500,1235,0.13,0.11,1,0.6145055430649689,203,1285
939,2199,24375,166800,685,0.03,0.12,0,0.6153677033341072,203,939
835,5935,35581,378200,1168,0.02,0.09,0,0.36484792493023555,204,835
1286,4831,37068,465200,1369,0.04,0.05,1,0.36476253132167613,204,1286
1287,3021,41239,477300,1340,0.01,0.08,1,0.48979737827527964,205,1287
131,2984,38204,426600,1180,0.04,0.07,0,0.4898900805559689,205,131
1288,2433,32121,349300,1244,0.04,0.17,1,0.6774510455116491,206,1288
982,1741,19300,114200,1124,0.05,0.14,0,0.677472814366461,206,982
1289,3680,39605,392800,1271,0.03,0.05,1,0.41657357832804753,207,1289
192,5174,38639,342900,2327,0.1,0.08,0,0.41677636915306127,207,192
1290,3938,44673,422000,2070,0.03,0.08,1,0.4478620789211664,208,1290
1071,4416,44375,386100,1783,0.09,0.08,0,0.44786247343409974,208,1071
317,4101,57382,650200,2681,0.02,0.02,0,0.3352196480398202,209,317
1291,5450,54865,532800,2071,0.03,0.06,1,0.33539398745505844,209,1291
1292,5091,30722,354000,1208,0.02,0.17,1,0.5389621597042471,210,1292
831,2462,30658,173900,757,0.04,0.08,0,0.5385337723191295,210,831
1293,3037,36025,246700,1526,0.01,0.12,1,0.5573486871209098,211,1293
349,4180,25370,210800,763,0.06,0.14,0,0.5578573464816714,211,349
1294,4391,38132,394600,1704,0.05,0.1,1,0.4692186022139028,212,1294
950,4275,34512,455700,1173,0.03,0.1,0,0.46947016723854923,212,950
1295,3160,44068,244900,1081,0.03,0.09,1,0.5051919665121593,213,1295
255,3492,24206,436200,1019,0.04,0.09,0,0.5052317789984664,213,255
638,3991,44204,318800,1786,0.06,0.07,0,0.44160699616793037,214,638
1296,4237,42789,476900,1293,0.01,0.09,1,0.44157877521110983,214,1296
956,1233,37034,564300,1670,0.03,0.02,0,0.49686995996958844,215,956
1297,4636,31831,550400,1198,0.02,0.13,1,0.4970362704960218,215,1297
1298,2721,30640,457800,1317,0.04,0.21,1,0.7200407005709549,216,1298
277,2097,37292,614100,2596,0.13,0.17,0,0.7199077186899331,216,277
1299,2772,22200,564000,1217,0.07,0.34,1,0.8626375848870644,217,1299
962,1504,21009,95000,465,0.11,0.29,0,0.8643370329990598,217,962
1300,2561,40450,490400,1296,0.08,0.12,1,0.6067724004879865,218,1300
273,2267,32813,602100,1683,0.03,0.12,0,0.6066436562095007,218,273
1301,2779,50720,422900,1213,0.04,0.05,1,0.4597394249713801,219,1301
416,4160,57952,619600,1758,0.03,0.1,0,0.4597822077252646,219,416
187,2280,35348,194200,1375,0.02,0.28,0,0.8083697314049685,220,187
1302,2050,28171,385900,1331,0.13,0.24,1,0.8069159020377527,220,1302
1303,2561,26725,596700,1301,0.03,0.2,1,0.712398106894901,221,1303
407,5031,28291,245200,1168,0.03,0.28,0,0.7113507818580126,221,407
1304,6912,9801,302000,1045,0.07,0.51,1,0.8878272194511626,222,1304
69,2814,26836,218300,1173,0.13,0.36,0,0.8846993399138645,222,69
1305,2914,16223,388600,1691,0.12,0.46,1,0.9344083577546275,223,1305
274,1553,17320,331300,1584,0.05,0.4,0,0.9204113532557783,223,274
1306,7218,4456,9999,916,0.18,0.14,1,0.46299701748587624,224,1306
748,4715,40804,350800,1304,0.08,0.1,0,0.4628889125749794,224,748
1307,2459,34460,589700,1393,0.04,0.19,1,0.7026218046509222,225,1307
671,2416,29665,302400,1019,0.03,0.19,0,0.7037193237349304,225,671
851,3192,35411,463500,1239,0.04,0.07,0,0.48087067227486424,226,851
1308,3987,34875,489400,1424,0.1,0.08,1,0.4806582056873782,226,1308
715,5007,66135,566000,2806,0.02,0.03,0,0.30312885508412446,227,715
1309,6201,52326,438600,1711,0.03,0.06,1,0.30275731391519495,227,1309
1310,3477,37366,366900,1091,0.01,0.07,1,0.4523977632044304,228,1310
425,5035,37511,294700,1729,0.05,0.11,0,0.4522910506520661,228,425
1311,2931,25949,408900,1487,0.04,0.34,1,0.85120258732815,229,1311
968,2004,18784,119900,984,0.11,0.28,0,0.8442427097113681,229,968
1312,3239,32605,307800,1605,0.07,0.24,1,0.745380950262056,230,1312
955,4778,25176,90900,746,0.1,0.28,0,0.7462248354590684,230,955
1313,2097,29836,335200,1456,0.04,0.03,1,0.4769359446239016,231,1313
402,2308,67950,584400,2038,0.05,0.05,0,0.4769352520707945,231,402
1314,5172,41623,419300,1556,0.02,0.07,1,0.36787550531029195,232,1314
83,4869,39767,382900,2099,0.02,0.06,0,0.3686839760840904,232,83
170,3912,41995,330800,1312,0.02,0.04,0,0.3838085775264563,233,170
1315,6043,33669,357400,1165,0.04,0.1,1,0.38369904352357265,233,1315
1316,4379,46511,405700,1359,0.03,0.05,1,0.37704201890942407,234,1316
503,2144,63043,429100,-666666666,0.01,0.08,0,0.37717661804085195,234,503
1317,4550,40371,446400,1086,0.07,0.13,1,0.5164702805560484,235,1317
481,2140,57946,443000,1930,0.07,0.06,0,0.5169225109714431,235,481
1318,3850,32957,338800,1316,0.05,0.07,1,0.4523232102489161,236,1318
425,5035,37511,294700,1729,0.05,0.11,0,0.4522910506520661,236,425
1319,3391,50440,514000,1188,0.06,0.05,1,0.43637204608972086,237,1319
811,3818,47149,683500,1821,0.03,0.07,0,0.4363181520717971,237,811
322,4173,54205,492200,2231,0.04,0.03,0,0.3559041309961447,238,322
1320,1598,49172,438500,-666666666,0.06,0.03,1,0.35588513554080003,238,1320
704,5997,43825,423600,1821,0.03,0.03,0,0.27618063274449406,239,704
1321,6114,47794,485700,1571,0.01,0.04,1,0.2755701538012454,239,1321
1322,7796,39543,386200,1074,0.04,0.03,1,0.21242656601373536,240,1322
236,7938,54838,467400,2658,0.04,0.04,0,0.21139658390549282,240,236
1323,3395,42346,550100,880,0.02,0.08,1,0.4735900251046997,241,1323
1032,3348,45901,396000,1932,0.02,0.08,0,0.4736828160895651,241,1032
1324,3415,41250,489700,1081,0.1,0.13,1,0.5867607804628127,242,1324
365,1949,43472,596400,996,0.04,0.1,0,0.5884670389263998,242,365
1325,3624,21982,135400,492,0.13,0.22,1,0.7292165557929144,243,1325
994,1807,36579,942100,798,0.04,0.19,0,0.7290923419927612,243,994
1326,2230,30875,143000,806,0.06,0.15,1,0.6662387019028935,244,1326
619,3287,38676,175100,1230,0.05,0.19,0,0.6664352627605132,244,619
951,1493,23795,106300,798,0.04,0.24,0,0.8041097148889699,245,951
1327,2370,26903,241600,713,0.08,0.26,1,0.8046517290745367,245,1327
1328,2163,33105,226300,848,0.03,0.26,1,0.7956165896962178,246,1328
1012,3976,24333,170900,1054,0.08,0.3,0,0.793058861206076,246,1012
1329,1916,20784,132600,894,0.06,0.19,1,0.7393971625941519,247,1329
256,1890,26860,121300,428,0.03,0.2,0,0.7401973153254342,247,256
1330,2228,33033,233700,915,0.06,0.12,1,0.6202673448517675,248,1330
308,1328,55000,438000,1335,0.02,0.11,0,0.6197212537566598,248,308
1331,2133,28238,263700,748,0.09,0.18,1,0.7235597048482353,249,1331
959,2083,25545,187500,776,0.04,0.19,0,0.7235720827079051,249,959
403,6521,30456,358900,1273,0.1,0.29,0,0.6822484782820719,250,403
1332,1527,34495,212500,767,0.06,0.14,1,0.6820980877079974,250,1332
1333,3807,31692,199000,984,0.03,0.19,1,0.6385074185463775,251,1333
368,2733,42379,271600,1361,0.02,0.16,0,0.6349881474920503,251,368
1334,2976,7122,172700,716,0.2,0.09,1,0.6069004526261577,252,1334
273,2267,32813,602100,1683,0.03,0.12,0,0.6066436562095007,252,273
1335,4169,24885,183500,847,0.05,0.18,1,0.6176570280508991,253,1335
502,912,36512,726700,1350,0.01,0.09,0,0.6172877782282246,253,502
1336,4549,39773,234400,1634,0.05,0.07,1,0.4118711941359953,254,1336
820,3311,58285,375400,1651,0.04,0.04,0,0.411386667368871,254,820
492,3639,54773,555000,1706,0.03,0.0,0,0.33312577806442156,255,492
1337,5774,34589,266900,1137,0.11,0.04,1,0.33327337529877776,255,1337
1338,4045,41491,338900,1283,0.08,0.06,1,0.4327612098114237,256,1338
886,2036,64231,563500,1211,0.02,0.02,0,0.4328932308164402,256,886
1339,4612,30354,280500,873,0.05,0.15,1,0.5441658926344669,257,1339
175,4429,33040,276900,1228,0.07,0.14,0,0.5439417232815711,257,175
1340,6156,29943,163400,1054,0.05,0.21,1,0.5608797756438565,258,1340
299,3556,33061,327600,1484,0.04,0.13,0,0.5608055830574059,258,299
1341,5427,25798,167900,893,0.08,0.2,1,0.5970159085549112,259,1341
583,4045,25565,213400,888,0.1,0.15,0,0.5965561551417398,259,583
1342,3079,32569,356800,1034,0.06,0.14,1,0.6091809080795607,260,1342
101,4944,19889,115400,704,0.04,0.2,0,0.6091511273577337,260,101
25,1729,48913,358700,1819,0.01,0.1,0,0.5840571196012508,261,25
1343,3243,52773,273200,871,0.05,0.14,1,0.5838109549689647,261,1343
1344,4582,27942,166500,820,0.07,0.23,1,0.6773829112643597,262,1344
982,1741,19300,114200,1124,0.05,0.14,0,0.677472814366461,262,982
1345,4408,31250,170400,1083,0.02,0.15,1,0.5418637595679029,263,1345
523,1998,32099,290700,1058,0.03,0.07,0,0.5414050838630502,263,523
1346,1007,36484,233100,943,0.02,0.17,1,0.7300245726558849,264,1346
994,1807,36579,942100,798,0.04,0.19,0,0.7290923419927612,264,994
1347,3162,32892,371900,855,0.04,0.09,1,0.5167046870932154,265,1347
481,2140,57946,443000,1930,0.07,0.06,0,0.5169225109714431,265,481
2,5749,31779,304000,1190,0.07,0.18,0,0.540712478278786,266,2
1348,3409,26614,234900,1055,0.08,0.1,1,0.5407070949247745,266,1348
1349,3815,24651,171200,809,0.06,0.19,1,0.6538030043617831,267,1349
148,3769,49185,-666666666,1766,0.04,0.15,0,0.6540520192168389,267,148
1350,2700,24675,385000,935,0.02,0.13,1,0.6017211211833299,268,1350
963,1683,37234,217200,1080,0.07,0.09,0,0.6021769246776928,268,963
1351,3317,34008,329800,1062,0.05,0.1,1,0.5282411157254807,269,1351
752,4609,48398,543500,1327,0.12,0.13,0,0.5285155234083241,269,752
1352,1844,29952,173700,1011,0.02,0.1,1,0.5945218568063504,270,1352
667,2671,26404,213000,755,0.04,0.12,0,0.594467907743836,270,667
900,2303,47479,527800,2568,0.05,0.02,0,0.4423675642229131,271,900
1353,4400,35198,211500,861,0.02,0.09,1,0.44230591215951504,271,1353
1075,5870,36788,357700,822,0.09,0.2,0,0.5712714497600616,272,1075
1354,2986,25743,203200,867,0.1,0.1,1,0.5712508447809818,272,1354
1355,6245,32242,235600,984,0.03,0.15,1,0.44942559706999385,273,1355
197,6957,37375,361800,1397,0.05,0.17,0,0.44951213781032556,273,197
1356,5834,26775,201800,946,0.06,0.14,1,0.4705683040313902,274,1356
606,1475,32292,110900,-666666666,0.03,0.1,0,0.47040267591024537,274,606
1357,1542,32917,267600,891,0.04,0.07,1,0.5685111350158758,275,1357
920,5892,26613,171000,1067,0.03,0.21,0,0.5685059255045107,275,920
1358,2405,20466,79200,699,0.08,0.33,1,0.8666758511723728,276,1358
962,1504,21009,95000,465,0.11,0.29,0,0.8643370329990598,276,962
1359,4214,31635,155200,646,0.03,0.16,1,0.5717746934467618,277,1359
132,3174,40154,435000,1404,0.03,0.13,0,0.5717119903392736,277,132
337,1259,74542,542800,1763,0.0,0.0,0,0.4261749262637196,278,337
1360,3617,35953,505200,1143,0.04,0.05,1,0.42621377760323087,278,1360
1361,1104,40893,473500,-666666666,0.05,0.09,1,0.4759097480722972,279,1361
680,4918,41313,718900,1528,0.02,0.13,0,0.4758821853660695,279,680
1362,5174,41549,447400,1578,0.05,0.05,1,0.3492610300924235,280,1362
376,3242,110435,1238500,1694,0.03,0.02,0,0.349304293606657,280,376
1363,4052,45990,414600,1153,0.02,0.04,1,0.3743364493371628,281,1363
819,3624,48868,593200,1629,0.01,0.03,0,0.374436364870234,281,819
1364,2846,36963,374600,1254,0.08,0.07,1,0.5144774679165224,282,1364
346,2289,31658,294500,790,0.04,0.06,0,0.5144206111082981,282,346
1024,1803,51205,375400,1101,0.06,0.02,0,0.46998087680482514,283,1024
1365,1439,41813,380700,-666666666,0.04,0.1,1,0.46997072800015127,283,1365
1366,2769,38966,344000,-666666666,0.03,0.07,1,0.35433907999006314,284,1366
725,4076,51786,581600,1889,0.02,0.03,0,0.35447241952977193,284,725
1367,4475,78001,835200,742,0.01,0.01,1,0.2894377936089868,285,1367
621,6730,41126,308400,1403,0.04,0.06,0,0.28945382769892813,285,621
1368,3161,46523,729000,1493,0.08,0.14,1,0.6038716801104829,286,1368
1007,2081,33659,159100,816,0.04,0.11,0,0.6038759575454339,286,1007
1369,1664,55284,-666666666,1456,0.01,0.04,1,0.576253284514695,287,1369
785,2787,40385,-666666666,1596,0.01,0.07,0,0.5762667484543877,287,785
425,5035,37511,294700,1729,0.05,0.11,0,0.4522910506520661,288,425
1370,3008,63934,-666666666,1834,0.0,0.01,1,0.45241783102223815,288,1370
1371,2240,53282,2000001,1487,0.02,0.04,1,0.46150383553311686,289,1371
973,4228,38653,275600,1625,0.05,0.09,0,0.461175698110561,289,973
1372,2923,51161,377800,1608,0.05,0.09,1,0.5210756051987181,290,1372
729,3007,56295,696400,1403,0.03,0.1,0,0.521193098910033,290,729
1373,1415,40233,167500,694,0.01,0.05,1,0.5257501870258897,291,1373
916,4146,39506,274000,1054,0.04,0.13,0,0.5258425738639732,291,916
1374,2425,24060,58100,667,0.07,0.14,1,0.6502171322457282,292,1374
943,3688,22913,200900,746,0.15,0.16,0,0.6498944540834753,292,943
1375,4750,26923,136200,740,0.04,0.21,1,0.6295913039748844,293,1375
559,3134,31268,472100,1452,0.08,0.15,0,0.6303500623432562,293,559
994,1807,36579,942100,798,0.04,0.19,0,0.7290923419927612,294,994
1376,1321,25564,81100,290,0.0,0.18,1,0.7288722360649161,294,1376
1377,2055,30597,100600,579,0.03,0.17,1,0.6918077162472142,295,1377
426,1754,36867,215300,1273,0.01,0.17,0,0.6944840153446173,295,426
1378,2687,36250,173600,757,0.03,0.17,1,0.6595711183674432,296,1378
268,2496,45169,620000,1874,0.06,0.16,0,0.6596223261533513,296,268
1379,2105,26018,122800,1025,0.05,0.27,1,0.81575704085465,297,1379
544,1677,22344,186700,1044,0.11,0.24,0,0.8164143646563603,297,544
1381,2247,36622,119500,961,0.06,0.2,1,0.73030909699294,298,1381
994,1807,36579,942100,798,0.04,0.19,0,0.7290923419927612,298,994
43,1991,28864,280700,1121,0.03,0.28,0,0.8226066516779682,299,43
1382,2185,20423,163200,958,0.05,0.28,1,0.8249129093696013,299,1382
1383,1925,21546,113100,717,0.11,0.25,1,0.8186243899771525,300,1383
544,1677,22344,186700,1044,0.11,0.24,0,0.8164143646563603,300,544
1384,3232,19544,76600,803,0.16,0.48,1,0.9407971576488557,301,1384
272,1864,10911,417400,1704,0.06,0.48,0,0.9485899548367225,301,272
1385,6499,30719,163500,906,0.07,0.17,1,0.4860315255275473,302,1385
424,4000,48952,316200,1669,0.02,0.11,0,0.4863170055386917,302,424
1386,365,4531,-666666666,-666666666,0.23,0.1,1,0.7030518853300012,303,1386
671,2416,29665,302400,1019,0.03,0.19,0,0.7037193237349304,303,671
124,1825,37469,447000,1160,0.07,0.08,0,0.5790683877384695,304,124
1387,4325,29580,164800,975,0.02,0.17,1,0.5792484142347101,304,1387
581,3183,31969,241700,1630,0.17,0.19,0,0.7159290223268995,305,581
1388,4530,23214,114500,955,0.13,0.24,1,0.7164784055516432,305,1388
1389,2400,20972,150700,901,0.02,0.29,1,0.820065159245969,306,1389
759,3204,26698,346400,1300,0.06,0.31,0,0.8217980287139389,306,759
1390,2464,29479,119200,994,0.08,0.15,1,0.6634880617990865,307,1390
531,3041,34476,396100,1294,0.08,0.17,0,0.6625067761897303,307,531
1391,3426,21433,129900,849,0.13,0.32,1,0.8420087478809317,308,1391
844,3472,21050,266400,1320,0.02,0.35,0,0.8420911831035849,308,844
1392,3749,31306,135100,893,0.06,0.15,1,0.5919599545498851,309,1392
742,4295,36977,410800,1415,0.02,0.18,0,0.5916947050340691,309,742
248,4701,38167,326100,1608,0.04,0.11,0,0.46513298825700483,310,248
1393,6193,24994,156300,912,0.01,0.16,1,0.4649784966335062,310,1393
1394,5083,31451,158500,846,0.06,0.17,1,0.5553196457646316,311,1394
999,2071,29028,381400,1408,0.03,0.08,0,0.5557519601089116,311,999
1395,3954,35181,226900,787,0.08,0.15,1,0.5870046517961732,312,1395
365,1949,43472,596400,996,0.04,0.1,0,0.5884670389263998,312,365
1396,4763,29307,204300,983,0.03,0.15,1,0.5287749561775105,313,1396
854,6425,26507,411100,1691,0.0,0.21,0,0.5286995718396471,313,854
1397,3689,40190,260500,1163,0.09,0.07,1,0.4723348861141175,314,1397
909,3924,27559,135900,671,0.06,0.08,0,0.4724095358232459,314,909
1398,3363,22420,114500,985,0.12,0.25,1,0.7722541741911598,315,1398
845,2755,26760,397100,1984,0.09,0.24,0,0.7726912914553694,315,845
1399,1944,27336,251900,989,0.04,0.09,1,0.5833973950020399,316,1399
991,2912,31034,248200,608,0.05,0.12,0,0.5832841669352595,316,991
956,1233,37034,564300,1670,0.03,0.02,0,0.49686995996958844,317,956
1400,3396,32516,213600,1016,0.06,0.08,1,0.4967009666064432,317,1400
1401,2645,37167,219200,1548,0.03,0.12,1,0.5848456193188223,318,1401
539,3134,29067,267200,875,0.04,0.13,0,0.5850504461429566,318,539
1402,2038,32014,307600,-666666666,0.05,0.01,1,0.3134816037369114,319,1402
907,2407,45521,257100,-666666666,0.0,0.04,0,0.31330260537537913,319,907
1403,2699,40115,316400,869,0.07,0.1,1,0.5644470792616112,320,1403
733,2448,22708,647800,1353,0.05,0.09,0,0.5646005052569592,320,733
1404,1757,24185,194700,674,0.13,0.25,1,0.8272464602443325,321,1404
160,1742,27038,-666666666,1398,0.13,0.2,0,0.8278316294283605,321,160
1078,5715,34737,180200,901,0.07,0.16,0,0.5080960566059798,322,1078
1405,2082,32647,244100,832,0.04,0.05,1,0.5083331399789377,322,1405
1406,3158,40919,307300,-666666666,0.06,0.09,1,0.3757098352657089,323,1406
158,2991,53785,444000,2407,0.02,0.01,0,0.37585729187365124,323,158
1407,2071,13380,62700,398,0.21,0.28,1,0.8632921297369875,324,1407
962,1504,21009,95000,465,0.11,0.29,0,0.8643370329990598,324,962
1409,1928,45391,612900,864,0.02,0.17,1,0.6853288829556818,325,1409
352,2056,28523,266300,1027,0.01,0.17,0,0.6857116149354436,325,352
1410,2356,40313,316300,1196,0.01,0.04,1,0.46028279629257696,326,1410
1058,1980,57268,446400,1859,0.03,0.03,0,0.4605422060282357,326,1058
1411,2393,45321,495200,1063,0.02,0.05,1,0.47526516479406494,327,1411
746,3742,43224,424000,1513,0.03,0.09,0,0.47523894604506955,327,746
950,4275,34512,455700,1173,0.03,0.1,0,0.46947016723854923,328,950
1412,3821,33655,471100,1344,0.01,0.09,1,0.4693095279287657,328,1412
1413,4267,41042,816000,1318,0.01,0.09,1,0.44114379320265784,329,1413
974,2732,40054,287100,1414,0.05,0.03,0,0.4411937101865053,329,974
1414,2910,50117,772600,2338,0.04,0.07,1,0.48571076938886987,330,1414
81,3064,50081,418100,1907,0.02,0.08,0,0.4857371132569036,330,81
1415,2178,49949,538400,1792,0.04,0.09,1,0.5565373524500788,331,1415
999,2071,29028,381400,1408,0.03,0.08,0,0.5557519601089116,331,999
1416,1354,49527,-666666666,-666666666,0.0,0.2,1,0.6912378731812514,332,1416
969,2598,23826,109700,968,0.04,0.18,0,0.6887934424473143,332,969
763,4156,32060,366600,1225,0.02,0.09,0,0.4570377344432837,333,763
1417,2341,45944,477300,1773,0.01,0.04,1,0.45727004589366366,333,1417
963,1683,37234,217200,1080,0.07,0.09,0,0.6021769246776928,334,963
1418,3242,26031,195300,780,0.09,0.13,1,0.6014545060150124,334,1418
1419,698,32321,330000,988,0.07,0.14,1,0.7228107487213752,335,1419
959,2083,25545,187500,776,0.04,0.19,0,0.7235720827079051,335,959
1420,2540,53854,443500,1733,0.05,0.08,1,0.5230292773151737,336,1420
555,5027,35861,376400,1452,0.1,0.14,0,0.5231591196563693,336,555
1421,2459,27344,116700,614,0.04,0.17,1,0.6790570712412567,337,1421
163,3616,23984,322600,1123,0.1,0.19,0,0.6780277214065963,337,163
1422,921,44681,467500,1176,0.0,0.0,1,0.4633379226186485,338,1422
405,5177,52358,563800,1764,0.04,0.13,0,0.4632320459266572,338,405
499,4827,52278,445900,2623,0.02,0.0,0,0.27836777451588746,339,499
1423,5749,47218,614800,1671,0.05,0.02,1,0.2783197225992181,339,1423
274,1553,17320,331300,1584,0.05,0.4,0,0.9204113532557783,340,274
1424,1034,25392,596000,769,0.02,0.38,1,0.9134706602928597,340,1424
1425,3356,36892,489100,1544,0.06,0.22,1,0.7094430590506283,341,1425
942,2064,25858,151200,1015,0.11,0.16,0,0.7079893894135476,341,942
1426,3614,43285,665200,1820,0.02,0.05,1,0.4134781596172833,342,1426
108,2589,68702,685700,2145,0.05,0.02,0,0.41384931487783555,342,108
1427,2428,52880,755400,1480,0.02,0.09,1,0.5333649480217401,343,1427
755,4972,36532,457400,1330,0.04,0.16,0,0.5333325202107855,343,755
1428,1951,46661,591500,2074,0.0,0.07,1,0.5217537858284552,344,1428
729,3007,56295,696400,1403,0.03,0.1,0,0.521193098910033,344,729
1429,1667,46327,849100,2632,0.0,0.01,1,0.43961209171209925,345,1429
242,1967,65521,997300,3281,0.03,0.02,0,0.43960607818186026,345,242
716,2407,45450,471900,2516,0.04,0.04,0,0.46646361786467067,346,716
1430,1987,48665,845700,2422,0.11,0.01,1,0.466468776484987,346,1430
1431,2980,35316,603200,1831,0.02,0.03,1,0.4194467421069148,347,1431
683,5660,37702,184800,1138,0.05,0.11,0,0.4199776237636993,347,683
1432,3005,18214,176000,796,0.14,0.33,1,0.8639788673099572,348,1432
962,1504,21009,95000,465,0.11,0.29,0,0.8643370329990598,348,962
1433,3406,11495,216800,935,0.08,0.25,1,0.7642725769065225,349,1433
406,4154,29730,349200,1349,0.05,0.29,0,0.7646409912350799,349,406
1434,2215,4906,-666666666,-666666666,0.21,0.0,1,0.45694841270161185,350,1434
763,4156,32060,366600,1225,0.02,0.09,0,0.4570377344432837,350,763
407,5031,28291,245200,1168,0.03,0.28,0,0.7113507818580126,351,407
1435,3206,33787,315400,956,0.08,0.21,1,0.71111821519864,351,1435
1436,3937,28991,264600,1152,0.05,0.18,1,0.6265000348472173,352,1436
694,1036,41447,441100,1659,0.02,0.1,0,0.627365994884385,352,694
1437,3716,26069,218400,925,0.12,0.27,1,0.7799925168436803,353,1437
629,4706,23232,149300,1104,0.08,0.31,0,0.778661020191616,353,629
1438,2174,14733,187500,711,0.09,0.14,1,0.674692368766199,354,1438
312,1292,32228,672300,2467,0.01,0.14,0,0.6759173792164929,354,312
1439,1958,26792,180000,1067,0.06,0.24,1,0.7926029904030628,355,1439
1012,3976,24333,170900,1054,0.08,0.3,0,0.793058861206076,355,1012
253,1450,31372,283300,1075,0.1,0.12,0,0.6732633514268902,356,253
1440,6603,28281,217600,752,0.12,0.28,1,0.672891778444669,356,1440
1441,1583,26820,546100,1203,0.01,0.05,1,0.5258400116361485,357,1441
916,4146,39506,274000,1054,0.04,0.13,0,0.5258425738639732,357,916
1442,3210,18009,154500,982,0.03,0.27,1,0.7764519710246425,358,1442
168,2779,28995,312900,1938,0.07,0.25,0,0.7762935170990539,358,168
1443,7464,38690,373000,985,0.03,0.07,1,0.26974486974088197,359,1443
159,6147,57582,440300,2313,0.01,0.04,0,0.26899957727395013,359,159
1444,4681,39390,349500,1158,0.07,0.06,1,0.39774597862833966,360,1444
225,3631,54338,385300,2243,0.04,0.04,0,0.3977574233096821,360,225
1445,11173,39632,343000,1381,0.04,0.02,1,0.11171982441489119,361,1445
524,8209,44550,593600,-666666666,0.02,0.02,0,0.11078478938134645,361,524
1446,5581,40310,371700,1252,0.02,0.08,1,0.36394311425600384,362,1446
411,3500,44052,404300,1945,0.0,0.02,0,0.3646379607970445,362,411
